Anno,Position,id,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
2019-20,,16,Memphis Grizzlies,73,34,39,.466,48.1,112.6,42.5,90.9,46.8,10.9,31.5,34.7,16.6,21.8,76.3,10.3,36.2,46.5,26.9,15.2,7.9,5.5,5.3,21.2,20.2,-1.1
2019-20,,16,Phoenix Suns,73,34,39,.466,48.2,113.6,41.2,88.1,46.8,11.4,31.8,35.8,19.9,23.8,83.4,9.8,33.8,43.5,27.2,14.8,7.7,4.0,5.5,22.0,22.6,0.2
2019-20,,18,Orlando Magic,73,33,40,.452,48.1,107.3,39.3,88.6,44.4,11.1,32.2,34.3,17.6,22.7,77.4,10.3,34.2,44.5,23.9,12.8,8.2,5.4,4.6,18.3,19.5,-1.0
2019-20,,19,San Antonio Spurs,71,32,39,.451,48.5,114.1,42.2,89.4,47.2,10.7,28.5,37.6,19.0,23.4,81.0,9.0,35.6,44.6,24.7,12.6,7.3,5.5,4.3,19.4,20.1,-1.1
2019-20,,20,Sacramento Kings,72,31,41,.431,48.5,110.1,40.9,88.4,46.2,12.7,34.9,36.4,15.7,20.3,77.0,9.7,32.9,42.6,23.8,14.5,7.7,4.1,4.2,22.2,19.5,-2.0
2019-20,,21,New Orleans Pelicans,72,30,42,.417,48.4,115.8,42.6,91.6,46.5,13.6,36.9,37.0,17.1,23.4,72.9,11.1,35.4,46.5,26.8,16.4,7.5,5.0,4.8,21.2,21.1,-1.3
2019-20,,22,Charlotte Hornets,65,23,42,.354,48.5,102.9,37.3,85.9,43.4,12.1,34.3,35.2,16.2,21.6,74.8,11.0,31.8,42.8,23.8,14.6,6.6,4.1,5.0,18.8,20.6,-6.8
2019-20,,23,Washington Wizards,72,25,47,.347,48.2,114.4,41.5,90.9,45.7,12.0,32.6,36.8,19.4,24.6,78.8,10.2,31.9,42.0,25.0,14.2,8.0,4.3,5.0,22.7,22.2,-4.7
2019-20,,24,Chicago Bulls,65,22,43,.338,48.2,106.8,39.6,88.6,44.7,12.2,35.1,34.8,15.5,20.5,75.5,10.5,31.4,41.9,23.2,15.5,10.0,4.1,5.9,21.8,19.2,-3.1
2019-20,,25,New York Knicks,66,21,45,.318,48.4,105.8,40.0,89.3,44.7,9.6,28.4,33.7,16.3,23.5,69.4,12.0,34.5,46.5,22.1,14.3,7.6,4.7,5.0,22.2,19.8,-6.5
2019-20,,26,Detroit Pistons,66,20,46,.303,48.4,107.2,39.3,85.7,45.9,12.0,32.7,36.7,16.6,22.4,74.3,9.8,32.0,41.7,24.1,15.3,7.4,4.5,5.6,19.7,19.8,-3.6
2019-20,,27,Atlanta Hawks,67,20,47,.299,48.6,111.8,40.6,90.6,44.9,12.0,36.1,33.3,18.5,23.4,79.0,9.9,33.4,43.3,24.0,16.2,7.8,5.1,6.4,23.1,21.0,-8.0
2019-20,,28,Minnesota Timberwolves,64,19,45,.297,48.6,113.3,40.4,91.6,44.1,13.3,39.7,33.6,19.1,25.4,75.3,10.5,34.3,44.8,23.8,15.3,8.7,5.7,5.5,21.4,21.6,-4.3
2019-20,,29,Cleveland Cavaliers,65,19,46,.292,48.4,106.9,40.3,87.9,45.8,11.2,31.8,35.1,15.1,19.9,75.8,10.8,33.4,44.2,23.1,16.5,6.9,3.2,6.3,18.3,19.6,-7.9
2019-20,,30,Golden State Warriors,65,15,50,.231,48.4,106.3,38.6,88.2,43.8,10.4,31.3,33.4,18.7,23.2,80.3,10.0,32.9,42.8,25.6,14.9,8.2,4.6,4.9,20.1,20.1,-8.7
2019-20,F,1,Milwaukee Bucks,73,56,17,.767,20.2,61.7,22.4,45.3,49.4,6.3,17.6,35.9,10.6,14.6,72.1,4.5,23.6,28.2,11.7,6.5,2.9,1.8,2.3,9.1,12.2,4.0
2019-20,F,2,Toronto Raptors,72,53,19,.736,22.4,54.5,20.5,43.1,47.6,4.9,13.6,35.8,8.6,11.5,75.0,6.9,19.6,26.5,7.8,6.9,3.7,3.3,2.8,10.8,9.3,2.9
2019-20,F,3,Los Angeles Lakers,71,52,19,.732,25.4,73.5,27.3,53.4,51.2,4.8,14.2,34.1,14.0,19.3,72.6,8.2,25.3,33.5,15.3,8.0,4.0,5.5,2.2,12.0,16.4,3.2
2019-20,F,4,LA Clippers,72,49,23,.681,26.3,71.9,25.9,54.0,48.0,7.2,18.8,38.1,12.9,16.4,78.6,6.0,22.4,28.4,11.4,8.0,4.6,2.8,2.8,12.0,14.1,3.8
2019-20,F,5,Boston Celtics,72,48,24,.667,30.3,71.1,26.5,55.2,48.0,7.3,19.6,37.0,10.9,14.0,77.5,6.9,24.0,30.9,11.4,8.6,4.7,3.9,3.3,14.1,12.5,3.9
2019-20,F,6,Denver Nuggets,73,46,27,.630,20.1,42.5,15.8,32.4,48.9,4.1,11.0,37.5,6.7,9.4,71.3,6.0,14.8,20.8,7.1,5.8,2.8,2.9,2.0,10.8,8.7,-0.5
2019-20,F,7,Indiana Pacers,73,45,28,.616,32.8,76.2,29.3,59.4,49.4,7.2,19.3,37.4,10.4,13.6,76.5,7.0,25.8,32.7,11.1,9.0,5.0,4.5,2.9,14.7,13.1,1.3
2019-20,F,8,Houston Rockets,72,44,28,.611,18.6,27.8,9.9,22.7,43.8,5.0,14.6,34.1,2.9,3.7,78.8,3.9,13.4,17.3,4.7,5.6,3.4,2.3,0.8,8.4,4.3,1.2
2019-20,F,8,Oklahoma City Thunder,72,44,28,.611,23.5,55.5,19.5,42.4,46.0,6.0,16.6,36.3,10.5,12.9,81.4,3.4,18.6,22.0,7.7,6.7,3.4,3.2,2.2,8.3,11.2,0.2
2019-20,F,8,Utah Jazz,72,44,28,.611,25.2,48.4,17.0,37.4,45.4,7.8,19.8,39.4,6.7,8.1,82.2,4.0,17.9,21.9,11.2,8.0,3.1,1.6,2.1,11.1,7.5,1.2
2019-20,F,11,Miami Heat,73,44,29,.603,34.2,74.1,25.6,52.4,48.9,8.0,20.7,38.8,14.8,19.1,77.3,7.6,28.5,36.1,17.0,10.3,5.6,4.1,2.6,15.6,16.7,2.4
2019-20,F,12,Philadelphia 76ers,73,43,30,.589,39.8,91.5,34.0,71.8,47.3,9.3,25.4,36.8,14.2,19.0,74.5,9.4,31.5,40.9,21.0,11.7,6.7,4.7,3.1,17.8,16.5,1.8
2019-20,F,13,Dallas Mavericks,75,43,32,.573,33.1,82.9,28.7,63.4,45.3,11.0,31.2,35.4,14.5,18.7,77.4,7.6,27.0,34.6,14.8,8.7,3.6,3.9,3.0,13.7,15.9,3.7
2019-20,F,14,Brooklyn Nets,72,35,37,.486,26.6,52.3,18.8,45.4,41.5,8.8,25.5,34.6,5.8,7.7,75.9,3.9,18.3,22.2,9.4,8.5,3.5,1.8,2.7,11.8,7.1,-0.6
2019-20,F,15,Portland Trail Blazers,74,35,39,.473,24.5,43.3,15.9,36.3,43.9,5.5,14.8,37.1,5.9,7.5,78.9,4.9,16.9,21.9,6.4,6.5,3.7,2.2,1.9,12.6,8.0,-1.0
2019-20,F,16,Memphis Grizzlies,73,34,39,.466,26.1,59.6,22.2,49.1,45.2,7.2,20.5,34.9,8.1,10.8,75.4,5.2,18.4,23.6,10.3,8.2,4.2,3.4,2.4,13.3,9.9,-1.0
2019-20,F,16,Phoenix Suns,73,34,39,.466,27.8,59.3,21.6,46.4,46.5,7.0,19.6,35.5,9.1,11.6,78.5,6.1,20.4,26.5,10.0,8.6,4.4,2.4,3.1,13.2,11.2,-0.7
2019-20,F,18,Orlando Magic,73,33,40,.452,26.0,58.5,20.7,47.9,43.3,7.4,21.1,35.2,9.5,12.4,77.0,4.2,16.9,21.1,9.4,6.9,4.5,2.8,2.1,9.4,10.1,-1.0
2019-20,F,19,San Antonio Spurs,71,32,39,.451,24.4,61.9,23.3,47.7,48.9,3.8,10.2,37.1,11.5,14.0,82.3,5.1,20.9,26.0,11.5,6.4,3.2,3.0,2.3,9.6,11.0,-0.8
2019-20,F,20,Sacramento Kings,72,31,41,.431,24.4,50.0,18.9,38.7,48.9,4.6,12.3,37.3,7.6,9.8,77.8,6.3,19.3,25.6,8.3,7.3,3.7,2.4,2.0,11.8,9.3,-1.1
2019-20,F,21,New Orleans Pelicans,72,30,42,.417,20.8,51.9,19.4,37.4,51.7,3.5,9.9,35.3,9.6,13.4,71.6,7.2,17.7,24.9,8.7,7.1,2.8,3.0,2.2,10.8,11.9,-0.5
2019-20,F,22,Charlotte Hornets,65,23,42,.354,28.1,53.1,19.9,44.8,44.6,5.2,15.6,33.2,8.0,11.2,71.2,7.3,20.8,28.1,10.1,8.5,4.1,2.7,2.9,12.2,11.0,-3.7
2019-20,F,23,Washington Wizards,72,25,47,.347,21.7,48.8,18.1,37.7,47.9,5.1,13.6,37.8,7.6,9.7,77.9,5.8,17.8,23.5,7.5,6.4,3.2,1.9,2.3,10.7,9.4,-2.3
2019-20,F,24,Chicago Bulls,65,22,43,.338,27.2,66.5,24.6,52.7,46.6,6.8,19.4,35.2,10.5,14.3,73.7,7.6,19.6,27.2,9.5,8.8,5.1,3.2,3.7,12.1,12.3,-2.2
2019-20,F,25,New York Knicks,66,21,45,.318,33.9,80.0,30.2,65.1,46.3,6.4,18.7,34.3,13.3,19.0,69.9,10.3,27.1,37.3,10.8,10.0,4.7,3.9,3.7,15.9,15.5,-4.7
2019-20,F,26,Detroit Pistons,66,20,46,.303,22.9,48.8,17.3,37.9,45.6,5.5,15.1,36.0,8.7,11.9,73.3,4.8,16.1,21.0,9.2,7.2,3.4,2.5,2.6,10.6,10.5,-1.6
2019-20,F,27,Atlanta Hawks,67,20,47,.299,33.2,67.4,25.6,57.8,44.4,8.0,23.9,33.4,8.1,10.9,74.8,6.6,22.8,29.4,11.8,11.2,5.4,3.5,4.0,15.8,10.2,-5.5
2019-20,F,28,Minnesota Timberwolves,64,19,45,.297,30.7,74.1,27.0,61.1,44.3,8.9,26.5,33.5,11.2,15.7,71.4,7.2,23.4,30.6,11.3,9.6,5.0,4.1,3.7,14.4,13.3,-2.6
2019-20,F,29,Cleveland Cavaliers,65,19,46,.292,28.2,58.7,22.2,47.1,47.2,6.3,17.7,35.5,7.9,11.1,71.7,8.0,25.5,33.6,11.4,9.6,4.1,2.5,3.1,11.4,10.9,-4.9
2019-20,F,30,Golden State Warriors,65,15,50,.231,29.6,61.4,22.7,49.8,45.6,5.2,15.5,33.4,10.7,13.6,79.0,7.4,21.6,29.1,14.3,9.2,4.9,3.1,3.1,12.2,11.8,-5.6
2019-20,C,1,Milwaukee Bucks,73,56,17,.767,7.6,16.0,6.0,13.3,45.3,1.9,5.9,31.9,2.1,2.8,75.6,1.6,4.9,6.5,2.0,2.4,0.8,2.8,0.4,3.5,2.7,1.5
2019-20,C,2,Toronto Raptors,72,53,19,.736,5.6,10.5,3.7,8.2,44.8,1.3,3.7,35.8,1.8,2.4,76.5,2.0,5.9,7.9,2.4,1.7,0.8,1.4,0.4,3.4,2.5,1.0
2019-20,C,3,Los Angeles Lakers,71,52,19,.732,12.9,36.4,13.4,23.6,56.5,1.1,3.2,34.1,8.5,11.6,73.9,6.2,14.6,20.8,4.0,4.1,2.2,4.5,1.0,7.6,9.9,1.5
2019-20,C,4,LA Clippers,72,49,23,.681,12.5,31.3,12.2,22.1,55.1,1.4,3.9,36.3,5.6,8.0,69.6,6.2,13.3,19.5,3.4,3.8,1.2,2.3,1.7,7.0,6.7,1.7
2019-20,C,5,Boston Celtics,72,48,24,.667,8.6,17.8,7.4,12.7,58.3,0.5,1.5,32.4,2.6,3.6,72.4,5.0,9.5,14.5,2.8,2.4,1.2,2.4,1.0,5.6,3.8,1.2
2019-20,C,6,Denver Nuggets,73,46,27,.630,9.5,26.5,10.4,19.0,54.5,1.2,3.7,31.2,4.6,6.4,72.3,3.7,10.7,14.3,9.2,2.7,1.6,1.2,0.8,5.2,7.1,0.5
2019-20,C,7,Indiana Pacers,73,45,28,.616,12.2,28.3,10.9,21.7,50.2,1.5,4.9,30.9,5.0,6.8,73.3,4.1,13.5,17.6,5.5,3.4,1.4,2.7,1.1,5.8,6.6,0.4
2019-20,C,8,Oklahoma City Thunder,72,44,28,.611,9.5,19.0,7.6,13.1,57.9,0.8,2.1,37.3,3.0,4.6,65.3,4.4,9.5,13.8,3.4,2.7,1.7,2.4,0.7,4.9,4.9,0.4
2019-20,C,8,Utah Jazz,72,44,28,.611,9.2,18.9,7.4,11.0,67.4,0.0,0.0,100,4.0,6.4,62.9,5.2,12.7,17.9,1.9,2.9,1.1,2.5,1.1,5.4,6.2,0.5
2019-20,C,10,Houston Rockets,51,31,20,.608,6.9,13.4,5.9,9.3,63.8,0.0,0.1,0.0,1.6,2.8,55.2,4.4,9.2,13.6,1.4,2.3,0.9,1.8,0.8,3.4,2.9,0.5
2019-20,C,11,Miami Heat,73,44,29,.603,13.1,27.5,10.2,19.5,52.2,2.1,5.2,39.9,5.0,7.0,72.2,3.5,14.4,17.8,7.4,4.0,1.9,1.8,1.2,6.3,6.6,1.0
2019-20,C,12,Philadelphia 76ers,73,43,30,.589,10.5,28.4,10.2,21.8,46.6,2.2,6.6,33.8,5.8,7.3,79.1,3.8,12.2,16.0,6.5,3.2,1.4,2.1,0.9,4.8,6.3,0.7
2019-20,C,13,Dallas Mavericks,75,43,32,.573,9.2,25.3,9.3,18.9,49.1,2.1,6.1,33.9,4.6,6.1,75.7,3.4,10.3,13.7,2.5,2.5,1.2,2.1,0.8,4.8,5.3,1.4
2019-20,C,14,Portland Trail Blazers,72,35,37,.486,8.8,20.3,8.4,14.4,58.6,0.2,0.7,32.7,3.2,4.5,70.9,5.2,12.0,17.2,2.3,2.3,0.7,3.5,0.8,5.1,4.4,0.3
2019-20,C,15,Brooklyn Nets,70,33,37,.471,9.4,18.7,7.4,11.5,64.6,0.0,0.2,5.9,3.8,5.9,64.2,5.4,12.9,18.3,3.3,3.0,0.8,2.2,1.0,4.2,6.0,-0.1
2019-20,C,16,Memphis Grizzlies,73,34,39,.466,10.4,29.5,11.3,21.6,52.4,2.5,6.7,37.7,4.4,5.9,74.3,3.9,11.8,15.7,3.1,3.3,1.2,2.5,1.5,6.2,5.7,-0.3
2019-20,C,16,Phoenix Suns,73,34,39,.466,9.4,24.2,9.9,19.2,51.7,1.4,4.2,33.8,3.0,4.0,74.4,3.9,9.5,13.4,3.2,2.9,0.8,1.4,1.1,5.3,4.1,0.0
2019-20,C,18,Orlando Magic,73,33,40,.452,10.4,24.1,9.6,20.0,47.7,1.8,5.4,34.0,3.1,4.3,72.6,4.5,11.8,16.4,4.3,2.8,1.3,2.1,1.2,4.7,3.9,-0.2
2019-20,C,19,San Antonio Spurs,71,32,39,.451,9.3,21.7,8.8,16.5,53.3,0.9,2.3,38.8,3.2,4.5,72.2,3.9,8.6,12.5,3.8,2.4,1.1,2.9,0.8,4.2,4.2,-0.2
2019-20,C,20,Sacramento Kings,63,27,36,.429,4.6,9.3,3.9,7.7,50.6,0.3,1.2,21.1,1.3,1.6,77.7,1.9,5.3,7.2,1.3,1.4,0.6,0.9,0.4,4.0,1.9,-0.4
2019-20,C,21,New Orleans Pelicans,68,28,40,.412,4.5,10.5,4.0,6.2,65.3,0.0,0.1,28.6,2.4,3.7,64.7,2.1,3.5,5.7,1.4,1.5,0.5,1.1,0.4,3.4,3.0,-0.5
2019-20,C,22,Charlotte Hornets,65,23,42,.354,9.3,20.2,7.8,14.9,52.7,0.5,1.9,26.4,4.1,6.2,65.0,5.2,8.9,14.1,2.8,2.9,1.0,1.3,1.4,5.0,5.8,-1.3
2019-20,C,23,Washington Wizards,71,25,46,.352,9.1,20.3,7.8,14.2,54.8,0.9,2.8,33.5,3.8,5.4,70.2,3.9,8.5,12.3,2.9,2.7,1.3,1.7,0.9,6.3,5.5,-0.9
2019-20,C,24,Chicago Bulls,65,22,43,.338,13.2,26.8,9.9,20.1,49.2,2.2,7.0,32.0,4.7,6.4,74.0,5.0,10.5,15.5,3.0,4.2,1.7,2.2,1.4,6.8,5.7,-0.7
2019-20,C,25,New York Knicks,66,21,45,.318,10.6,27.8,10.8,20.4,53.2,1.0,3.5,27.7,5.2,7.6,68.4,5.1,10.8,15.9,3.5,3.2,1.6,2.1,1.3,5.6,6.2,-1.1
2019-20,C,26,Detroit Pistons,66,20,46,.303,7.9,18.6,7.4,14.0,52.8,0.4,1.4,27.8,3.5,5.7,60.3,4.5,10.5,15.0,2.9,2.6,2.0,2.0,1.5,4.6,4.9,-0.8
2019-20,C,27,Atlanta Hawks,67,20,47,.299,7.7,14.6,6.0,10.8,55.3,0.4,2.1,21.0,2.2,3.3,66.5,3.3,7.3,10.7,2.0,2.7,1.1,1.6,1.0,5.8,3.2,-1.4
2019-20,C,28,Minnesota Timberwolves,64,19,45,.297,7.7,24.0,8.4,17.8,47.3,3.0,7.7,38.9,4.1,5.3,78.1,3.2,8.7,11.8,3.8,2.4,1.4,1.7,1.1,4.5,4.9,-0.3
2019-20,C,29,Cleveland Cavaliers,65,19,46,.292,18.2,40.6,15.6,31.2,49.9,3.4,9.6,35.9,6.0,8.4,70.9,7.1,20.9,28.0,7.5,6.2,2.5,2.2,2.1,6.5,8.1,-2.7
2019-20,C,30,Golden State Warriors,41,9,32,.220,4.6,7.9,3.5,6.3,56.0,0.0,0.0,0.0,0.9,1.4,61.4,1.7,4.5,6.2,1.5,1.3,1.1,1.2,0.4,2.5,1.5,-0.7
2019-20,G,1,Milwaukee Bucks,73,56,17,.767,25.1,49.9,17.9,39.9,44.9,7.5,20.5,36.8,6.5,8.3,78.6,4.0,17.2,21.2,13.8,7.9,4.3,1.5,2.2,8.8,7.9,5.1
2019-20,G,2,Toronto Raptors,72,53,19,.736,23.9,55.5,18.7,42.6,43.9,8.4,22.2,37.9,9.6,11.5,83.7,2.4,13.8,16.2,15.9,7.4,4.8,1.3,2.7,9.9,10.2,2.8
2019-20,G,3,Los Angeles Lakers,71,52,19,.732,22.8,40.0,15.0,34.9,43.0,6.2,17.4,35.5,3.8,5.1,74.0,2.5,9.8,12.3,10.1,7.1,4.6,1.1,1.5,8.7,5.3,2.5
2019-20,G,4,LA Clippers,72,49,23,.681,22.9,42.1,14.7,34.7,42.5,5.8,16.2,35.9,6.8,8.7,78.7,2.7,12.8,15.5,12.8,7.1,3.2,1.4,1.8,10.4,8.0,2.1
2019-20,G,5,Boston Celtics,72,48,24,.667,29.3,76.6,26.7,61.5,43.4,9.9,26.9,36.9,13.3,16.4,81.3,3.8,18.5,22.3,15.8,8.3,5.9,2.4,3.6,11.3,13.6,3.9
2019-20,G,6,Denver Nuggets,73,46,27,.630,23.3,51.2,19.3,44.0,44.0,6.0,16.8,35.7,6.5,7.8,82.8,2.6,11.7,14.3,13.5,6.5,4.2,1.2,2.1,7.1,7.2,1.8
2019-20,G,7,Indiana Pacers,73,45,28,.616,24.1,49.5,18.7,42.4,44.0,5.5,15.5,35.7,6.6,7.9,83.4,2.5,13.7,16.2,17.4,6.6,4.4,1.6,2.3,8.5,8.2,0.8
2019-20,G,8,Houston Rockets,72,44,28,.611,32.1,92.5,31.0,71.0,43.7,12.7,36.4,34.8,17.9,22.1,81.0,4.3,19.3,23.6,17.8,9.6,6.1,2.4,3.9,14.0,16.3,2.0
2019-20,G,8,Oklahoma City Thunder,72,44,28,.611,31.3,70.3,25.6,57.0,44.9,6.7,19.9,33.8,12.4,15.2,81.4,3.2,19.8,23.0,16.0,8.9,5.1,2.2,2.8,12.3,13.9,1.3
2019-20,G,8,Utah Jazz,72,44,28,.611,22.8,58.9,21.3,48.1,44.3,7.6,20.6,37.0,8.6,10.5,82.6,2.4,12.0,14.4,15.1,7.1,3.3,0.8,2.0,8.5,9.8,1.1
2019-20,G,11,Miami Heat,73,44,29,.603,16.6,41.1,15.1,35.0,43.0,5.6,15.7,35.9,5.3,6.7,79.0,1.4,9.1,10.5,10.2,5.3,2.2,0.9,1.6,6.0,5.6,0.5
2019-20,G,12,Philadelphia 76ers,73,43,30,.589,24.1,51.2,19.0,40.2,47.1,5.9,15.3,38.4,7.4,10.4,71.4,3.7,12.0,15.6,14.6,7.1,5.1,2.0,1.8,10.3,10.4,1.1
2019-20,G,13,Dallas Mavericks,75,43,32,.573,25.5,68.8,24.1,52.9,45.6,9.3,24.6,37.8,11.2,14.3,78.5,3.3,16.9,20.2,18.7,6.6,3.8,0.9,2.5,8.8,12.9,2.6
2019-20,G,14,Brooklyn Nets,72,35,37,.486,29.8,76.3,26.9,63.2,42.5,10.0,28.8,34.7,12.5,16.0,78.2,4.1,16.3,20.4,18.3,9.3,4.2,1.7,3.7,12.0,13.0,0.0
2019-20,G,15,Portland Trail Blazers,74,35,39,.473,29.7,76.4,27.1,61.5,44.0,10.5,27.8,37.9,11.7,14.1,83.3,2.9,15.6,18.5,15.7,7.9,4.2,2.0,3.3,11.7,12.1,-1.1
2019-20,G,16,Memphis Grizzlies,73,34,39,.466,30.4,71.3,27.2,58.8,46.2,6.2,18.1,34.5,10.7,13.9,77.0,5.2,18.7,23.9,20.5,9.6,5.4,2.5,3.4,12.3,12.4,-0.4
2019-20,G,16,Phoenix Suns,73,34,39,.466,25.2,63.6,21.9,49.2,44.6,6.4,17.9,35.8,13.3,15.6,85.6,2.9,15.0,17.8,19.6,7.7,4.4,1.4,3.1,11.1,13.9,0.1
2019-20,G,18,Orlando Magic,73,33,40,.452,23.0,55.9,19.8,45.4,43.7,6.7,18.8,35.6,9.5,11.6,82.4,2.0,10.6,12.5,14.2,6.1,4.6,1.0,2.4,8.0,9.5,-0.4
2019-20,G,19,San Antonio Spurs,71,32,39,.451,35.1,86.0,31.0,67.5,46.0,8.8,23.5,37.5,15.1,18.0,83.8,4.0,22.5,26.5,19.6,9.1,5.7,2.2,3.3,13.5,15.0,-0.8
2019-20,G,20,Sacramento Kings,72,31,41,.431,24.7,62.0,22.5,51.2,44.0,8.5,23.3,36.5,8.5,11.3,75.1,2.7,13.3,16.0,15.9,7.3,4.4,1.4,2.3,10.2,10.6,-1.0
2019-20,G,21,New Orleans Pelicans,72,30,42,.417,29.9,65.9,23.9,56.3,42.5,10.5,28.3,37.0,7.6,10.3,73.2,4.6,19.6,24.2,18.9,10.1,5.1,2.3,2.7,11.6,9.6,-0.9
2019-20,G,22,Charlotte Hornets,65,23,42,.354,20.8,48.4,16.8,41.9,40.1,7.4,20.5,36.1,7.5,9.0,82.5,2.4,10.6,13.0,14.8,6.2,3.0,0.8,2.0,6.3,8.6,-3.1
2019-20,G,23,Washington Wizards,72,25,47,.347,30.2,73.0,26.3,60.2,43.7,7.9,21.9,36.0,12.5,15.5,80.8,4.4,17.0,21.4,19.6,8.8,5.6,1.9,3.1,12.9,13.2,-2.9
2019-20,G,24,Chicago Bulls,65,22,43,.338,29.1,67.3,24.6,57.1,43.0,8.4,23.7,35.3,9.8,12.6,78.0,3.8,17.0,20.7,18.1,9.3,6.7,1.4,3.7,12.4,11.6,-1.8
2019-20,G,25,New York Knicks,66,21,45,.318,22.6,42.7,16.0,39.6,40.5,4.8,14.7,32.4,5.9,9.0,65.2,2.9,12.2,15.0,14.4,6.8,4.3,1.2,2.5,9.4,7.8,-3.1
2019-20,G,26,Detroit Pistons,66,20,46,.303,29.3,60.7,22.1,50.4,43.8,8.8,23.0,38.1,7.8,9.5,82.9,2.7,12.0,14.7,17.9,9.2,4.1,1.3,2.7,10.2,8.4,-2.0
2019-20,G,27,Atlanta Hawks,67,20,47,.299,34.2,76.6,26.4,64.6,40.8,10.2,29.9,34.1,13.7,16.7,81.7,4.0,19.4,23.4,20.2,11.3,5.6,2.3,4.1,13.8,14.7,-5.5
2019-20,G,28,Minnesota Timberwolves,64,19,45,.297,22.7,46.0,16.2,38.4,42.1,5.2,16.5,31.4,8.5,11.2,75.5,3.8,11.5,15.3,13.9,7.1,4.2,1.5,2.8,8.8,9.4,-2.2
2019-20,G,29,Cleveland Cavaliers,65,19,46,.292,22.4,52.2,19.4,44.5,43.5,5.6,16.4,34.5,7.8,9.5,81.7,2.5,8.3,10.8,13.0,7.6,3.2,0.7,3.5,8.2,9.3,-3.8
2019-20,G,30,Golden State Warriors,65,15,50,.231,21.7,51.7,17.7,44.4,39.8,6.8,20.2,33.8,9.5,11.2,84.9,2.0,12.2,14.2,13.0,6.6,3.6,1.0,2.0,8.8,9.7,-3.5
2018-19,,1,Milwaukee Bucks,82,60,22,.732,48.2,118.1,43.4,91.1,47.6,13.5,38.2,35.3,17.9,23.2,77.3,9.3,40.4,49.7,26.0,13.9,7.5,5.9,4.8,19.6,20.2,8.9
2018-19,,2,Toronto Raptors,82,58,24,.707,48.5,114.4,42.2,89.1,47.4,12.4,33.8,36.6,17.7,22.0,80.4,9.6,35.6,45.2,25.4,14.0,8.3,5.3,4.5,21.0,20.5,6.1
2018-19,,3,Golden State Warriors,82,57,25,.695,48.3,117.7,44.0,89.8,49.1,13.3,34.4,38.5,16.3,20.4,80.1,9.7,36.5,46.2,29.4,14.3,7.6,6.4,3.6,21.4,19.5,6.5
2018-19,,4,Denver Nuggets,82,54,28,.659,48.1,110.7,41.9,90.0,46.6,11.0,31.4,35.1,15.8,20.9,75.5,11.9,34.5,46.4,27.4,13.4,7.7,4.4,5.0,20.0,20.4,4.0
2018-19,,5,Houston Rockets,82,53,29,.646,48.4,113.9,39.2,87.4,44.9,16.1,45.4,35.6,19.3,24.4,79.1,10.2,31.9,42.1,21.2,13.3,8.5,4.9,4.5,22.0,20.0,4.8
2018-19,,5,Portland Trail Blazers,82,53,29,.646,48.4,114.7,42.3,90.6,46.7,11.0,30.7,35.9,19.0,23.3,81.4,11.8,36.2,48.0,23.0,13.8,6.7,5.0,5.1,20.4,20.7,4.2
2018-19,,7,Philadelphia 76ers,82,51,31,.622,48.3,115.2,41.5,88.2,47.1,10.8,30.2,35.9,21.2,27.5,77.1,10.9,36.9,47.8,26.9,14.9,7.4,5.3,4.1,21.3,22.1,2.7
2018-19,,8,Utah Jazz,82,50,32,.610,48.2,111.7,40.4,86.4,46.8,12.1,34.0,35.6,18.8,25.5,73.6,10.0,36.4,46.4,26.0,15.1,8.1,5.9,4.6,21.1,22.4,5.3
2018-19,,9,Boston Celtics,82,49,33,.598,48.2,112.4,42.1,90.5,46.5,12.6,34.5,36.5,15.6,19.5,80.2,9.8,34.7,44.5,26.3,12.8,8.6,5.3,3.9,20.4,19.5,4.4
2018-19,,9,Oklahoma City Thunder,82,49,33,.598,48.4,114.5,42.6,94.0,45.4,11.4,32.6,34.8,17.8,25.0,71.3,12.6,35.5,48.1,23.4,14.0,9.3,5.2,5.1,22.4,22.5,3.4
2018-19,,11,Indiana Pacers,82,48,34,.585,48.1,108.0,41.3,87.0,47.5,9.5,25.4,37.4,15.8,21.1,75.2,9.3,33.7,43.0,26.0,13.7,8.7,4.9,5.2,19.4,20.0,3.3
2018-19,,11,LA Clippers,82,48,34,.585,48.4,115.1,41.3,87.5,47.1,10.0,25.8,38.8,22.6,28.5,79.2,9.7,35.8,45.5,24.0,14.5,6.8,4.7,6.1,23.3,24.0,0.9
2018-19,,11,San Antonio Spurs,82,48,34,.585,48.3,111.7,42.3,88.4,47.8,9.9,25.3,39.2,17.2,21.0,81.9,9.2,35.5,44.7,24.5,12.1,6.1,4.7,4.0,18.1,19.6,1.7
2018-19,,14,Brooklyn Nets,82,42,40,.512,48.7,112.2,40.3,89.7,44.9,12.8,36.2,35.3,19.0,25.5,74.5,11.0,35.6,46.6,23.8,15.1,6.6,4.1,5.3,21.5,22.0,-0.1
