Anno,Position,id,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
2008-09,F,10,New Orleans Hornets,82,49,33,.598,32.0,59.8,22.5,50.2,44.9,5.0,13.6,36.9,9.8,12.0,81.1,6.3,20.1,26.4,6.3,8.3,3.6,3.2,2.2,13.8,10.3,0.7
2008-09,F,11,Utah Jazz,82,48,34,.585,23.2,49.3,18.5,39.0,47.6,2.3,6.4,35.4,9.9,13.0,76.5,7.0,16.3,23.2,8.1,7.0,3.9,2.6,2.6,12.3,11.1,1.7
2008-09,F,12,Atlanta Hawks,82,47,35,.573,26.4,48.2,17.8,36.6,48.7,2.2,6.0,36.3,10.4,14.9,70.2,8.7,20.0,28.6,6.6,7.1,3.6,3.9,2.6,12.3,11.8,0.5
2008-09,F,13,Phoenix Suns,82,46,36,.561,23.9,49.3,18.6,37.2,50.0,2.2,6.5,34.7,9.9,13.3,74.6,6.7,16.9,23.6,7.7,7.9,3.6,3.2,2.5,11.6,10.9,0.9
2008-09,F,14,Miami Heat,82,43,39,.524,22.8,41.9,16.9,36.2,46.6,2.0,5.9,34.0,6.1,8.0,75.8,6.1,16.9,23.0,4.6,5.9,2.5,2.5,2.1,9.4,7.0,0.0
2008-09,F,15,Chicago Bulls,82,41,41,.500,26.4,51.4,18.9,41.6,45.4,2.6,6.8,38.4,11.0,14.1,78.2,7.9,20.0,27.9,7.0,7.9,4.3,4.4,2.8,12.5,11.5,-0.6
2008-09,F,15,Philadelphia 76ers,82,41,41,.500,22.8,49.4,18.8,39.3,47.9,2.0,6.0,33.3,9.7,13.8,70.6,7.0,14.9,21.9,7.7,6.7,3.9,2.1,2.1,9.3,11.0,0.4
2008-09,F,17,Detroit Pistons,82,39,43,.476,24.4,42.1,17.0,36.2,47.1,2.6,7.1,36.0,5.5,7.9,69.7,8.1,19.2,27.3,6.0,6.0,2.4,3.9,1.3,10.6,7.5,-0.3
2008-09,F,18,Indiana Pacers,82,36,46,.439,16.1,42.3,14.6,32.5,44.9,4.8,11.9,40.5,8.4,9.9,84.6,3.4,14.8,18.2,5.5,4.7,2.0,2.1,2.0,7.7,7.8,-0.1
2008-09,F,19,Charlotte Bobcats,82,35,47,.427,25.5,50.0,19.0,39.3,48.4,2.4,6.8,35.7,9.5,13.5,70.6,7.5,18.8,26.4,8.3,8.2,3.5,3.4,3.6,11.5,11.8,-0.5
2008-09,F,20,Milwaukee Bucks,82,34,48,.415,24.3,52.6,19.2,43.5,44.2,3.2,8.6,36.6,10.9,13.9,78.9,7.3,16.4,23.7,7.0,7.1,3.4,2.4,2.6,13.4,11.3,-0.8
2008-09,F,20,New Jersey Nets,82,34,48,.415,20.1,32.0,11.9,28.3,42.2,4.1,10.7,38.3,4.0,5.5,73.6,4.6,13.6,18.2,4.2,5.5,2.6,1.5,1.6,11.1,5.0,-1.1
2008-09,F,22,Toronto Raptors,82,33,49,.402,31.5,70.2,26.2,56.5,46.5,3.3,8.7,38.3,14.4,17.7,81.4,8.2,23.3,31.5,8.0,8.7,3.5,4.2,3.4,13.4,15.1,-1.9
2008-09,F,23,New York Knicks,82,32,50,.390,33.1,72.8,27.3,60.4,45.1,6.2,17.3,36.0,12.0,15.5,77.5,8.8,25.0,33.9,9.5,9.8,5.0,2.2,4.2,15.2,13.3,-1.8
2008-09,F,24,Golden State Warriors,82,29,53,.354,25.7,58.4,20.8,45.8,45.4,3.0,8.4,36.0,13.9,17.4,79.6,6.9,17.3,24.1,10.5,7.8,3.8,4.8,3.0,13.3,13.5,-1.9
2008-09,F,25,Memphis Grizzlies,82,24,58,.293,21.8,43.7,16.9,36.8,46.0,1.5,4.4,34.3,8.4,11.7,71.8,5.8,14.1,20.0,4.2,7.0,3.2,2.9,2.7,10.7,9.2,-2.6
2008-09,F,25,Minnesota Timberwolves,82,24,58,.293,31.8,66.6,25.4,54.4,46.7,3.7,10.5,35.5,12.0,16.0,74.9,10.4,24.4,34.8,10.2,9.5,3.7,3.2,3.8,14.2,13.2,-3.1
2008-09,F,27,Oklahoma City Thunder,82,23,59,.280,27.2,59.2,22.1,47.8,46.3,2.8,7.3,38.6,12.1,15.3,79.4,6.6,18.9,25.6,7.5,9.0,4.0,2.8,2.7,11.1,11.9,-3.6
2008-09,F,28,Los Angeles Clippers,82,19,63,.232,21.8,44.9,17.6,38.6,45.5,2.5,7.0,35.8,7.3,9.9,73.3,6.3,16.4,22.7,5.8,6.7,2.4,3.3,2.0,8.7,8.6,-4.1
2008-09,F,28,Washington Wizards,82,19,63,.232,26.1,57.6,21.7,46.3,46.9,2.4,7.0,33.4,11.8,15.1,78.5,8.0,18.3,26.3,9.3,7.6,4.5,2.6,2.9,11.3,12.2,-4.2
2008-09,F,30,Sacramento Kings,82,17,65,.207,27.5,54.7,20.8,45.1,46.2,3.4,9.0,37.7,9.7,12.8,75.8,7.5,18.4,25.9,8.6,8.8,3.5,3.5,3.5,14.7,11.0,-5.3
2008-09,C,1,Cleveland Cavaliers,82,66,16,.805,14.4,22.6,9.1,18.6,49.0,0.2,0.5,36.4,4.2,6.4,65.6,6.1,12.9,19.0,2.5,3.7,2.0,3.0,1.2,7.0,5.6,3.4
2008-09,C,2,Los Angeles Lakers,82,65,17,.793,13.3,31.6,12.5,23.0,54.2,0.0,0.0,33.3,6.7,8.8,75.9,6.0,11.3,17.3,4.9,3.9,1.1,2.7,1.7,5.9,7.3,1.4
2008-09,C,3,Boston Celtics,82,62,20,.756,8.1,11.5,4.8,8.6,55.2,0.3,0.8,38.1,1.6,2.5,64.1,3.0,6.8,9.9,1.8,2.7,0.4,2.1,0.8,5.5,2.6,1.1
2008-09,C,4,Orlando Magic,82,59,23,.720,11.9,27.5,10.1,18.3,55.4,0.0,0.1,25.0,7.2,12.0,59.8,6.5,14.0,20.5,1.9,3.4,1.5,3.9,1.3,6.1,10.1,1.4
2008-09,C,5,Denver Nuggets,82,54,28,.659,10.3,20.0,7.5,13.1,57.3,0.0,0.2,17.6,4.9,6.9,71.4,4.4,9.1,13.6,1.8,3.3,1.7,3.5,1.1,6.2,6.5,0.7
2008-09,C,5,Portland Trail Blazers,82,54,28,.659,8.1,12.1,4.5,7.6,58.7,0.0,0.0,0.0,3.1,4.8,65.0,4.6,9.4,14.0,0.7,2.2,0.8,2.0,0.8,5.6,4.5,1.1
2008-09,C,5,San Antonio Spurs,82,54,28,.659,11.1,17.0,7.0,14.1,49.4,1.5,3.8,40.6,1.5,2.1,72.9,4.1,8.8,12.9,2.8,2.6,1.2,1.2,0.6,6.2,2.8,0.9
2008-09,C,8,Houston Rockets,82,53,29,.646,12.6,31.4,12.1,22.5,54.0,0.0,0.0,25.0,7.1,8.6,82.5,5.1,13.4,18.5,3.2,3.7,1.2,2.1,1.8,6.5,7.9,1.6
2008-09,C,9,Dallas Mavericks,82,50,32,.610,6.2,7.2,2.9,4.8,59.2,0.0,0.0,0.0,1.5,2.5,58.6,3.5,5.6,9.1,1.1,1.7,0.5,1.6,0.6,3.5,2.3,-0.1
2008-09,C,10,New Orleans Hornets,82,49,33,.598,9.1,12.5,5.1,9.6,52.6,0.0,0.1,16.7,2.3,3.8,61.7,4.1,6.1,10.2,1.0,2.4,0.6,1.7,0.8,6.1,3.9,0.1
2008-09,C,11,Utah Jazz,82,48,34,.585,8.1,18.8,6.9,14.0,49.1,1.1,2.5,44.6,4.0,5.1,77.7,2.5,6.8,9.4,1.8,2.4,0.9,1.2,0.8,4.4,4.1,0.3
2008-09,C,12,Atlanta Hawks,82,47,35,.573,9.3,15.5,5.8,11.4,51.3,0.0,0.0,0.0,3.9,5.4,72.0,3.9,9.2,13.2,2.7,2.5,1.1,1.5,0.9,5.2,4.4,0.4
2008-09,C,13,Phoenix Suns,82,46,36,.561,13.4,35.1,13.2,23.3,56.7,0.1,0.3,37.5,8.6,12.4,69.5,4.8,11.1,15.8,3.5,4.4,1.5,2.7,1.5,7.0,9.7,0.5
2008-09,C,14,Miami Heat,82,43,39,.524,13.0,18.6,7.7,15.5,49.4,0.1,0.3,40.7,3.1,4.5,69.1,4.9,10.0,14.9,2.4,3.4,1.0,2.5,1.2,6.9,4.9,0.0
2008-09,C,15,Chicago Bulls,82,41,41,.500,10.5,17.8,6.8,13.6,49.9,0.0,0.2,16.7,4.1,5.5,74.9,5.8,10.0,15.8,3.4,3.2,1.4,1.9,1.3,6.9,5.2,0.1
2008-09,C,15,Philadelphia 76ers,82,41,41,.500,9.5,14.9,6.1,12.2,50.2,0.0,0.1,20.0,2.6,3.5,73.5,4.7,9.0,13.7,0.7,2.8,0.9,3.0,0.8,6.2,3.0,-0.2
2008-09,C,17,Detroit Pistons,82,39,43,.476,12.2,19.9,8.0,17.2,46.7,1.4,3.9,35.4,2.5,3.8,65.0,4.0,12.9,16.9,2.5,2.9,1.5,2.0,0.5,6.4,3.7,0.0
2008-09,C,18,Indiana Pacers,82,36,46,.439,15.9,30.0,11.7,24.1,48.7,2.0,4.5,44.5,4.5,6.2,72.9,6.9,15.6,22.6,5.6,4.8,2.0,2.4,1.7,10.3,6.3,-0.3
2008-09,C,19,Charlotte Bobcats,82,35,47,.427,15.2,28.5,11.5,22.4,51.2,0.9,2.1,41.4,4.7,7.8,60.0,6.2,12.0,18.1,4.6,4.8,1.6,3.1,1.9,7.6,6.3,0.0
2008-09,C,20,Milwaukee Bucks,82,34,48,.415,7.4,10.9,4.7,8.9,52.5,0.0,0.1,16.7,1.5,2.5,61.5,3.8,6.6,10.4,1.7,2.2,1.1,1.4,0.7,5.3,3.3,-0.1
2008-09,C,20,New Jersey Nets,82,34,48,.415,9.6,17.4,7.3,14.0,52.4,0.0,0.0,0.0,2.8,4.2,66.4,4.5,7.9,12.4,1.6,2.6,0.9,2.8,1.2,5.5,3.8,-0.4
2008-09,C,22,Toronto Raptors,82,33,49,.402,9.9,22.6,8.4,18.5,45.5,1.5,3.6,40.5,4.3,5.2,81.4,2.0,7.6,9.7,2.1,2.8,0.7,2.4,1.2,5.7,5.2,-0.9
2008-09,C,23,New York Knicks,82,32,50,.390,11.0,21.3,8.6,16.4,52.3,0.0,0.2,6.3,4.1,5.8,69.5,5.1,10.5,15.6,3.3,3.3,1.7,0.8,1.7,5.7,4.7,-0.9
2008-09,C,24,Golden State Warriors,82,29,53,.354,8.7,14.7,6.0,11.0,54.9,0.0,0.0,0.0,2.6,4.1,63.8,3.8,9.0,12.8,3.5,2.6,1.2,3.2,0.9,5.8,3.9,-0.6
2008-09,C,25,Memphis Grizzlies,82,24,58,.293,9.0,16.5,6.1,11.7,52.4,0.0,0.0,0.0,4.3,6.2,69.0,3.7,7.5,11.2,2.3,2.8,1.0,1.9,0.9,5.1,6.1,-0.9
2008-09,C,25,Minnesota Timberwolves,82,24,58,.293,11.0,26.7,10.4,22.0,47.4,0.0,0.3,8.7,5.8,7.8,75.0,6.1,11.3,17.4,2.2,3.3,1.1,1.9,2.3,5.5,6.3,-1.3
2008-09,C,27,Oklahoma City Thunder,82,23,59,.280,12.4,21.8,9.2,18.5,49.7,0.0,0.1,20.0,3.4,4.8,70.7,5.3,10.5,15.8,2.0,4.1,1.5,2.0,1.1,7.5,4.4,-1.6
2008-09,C,28,Los Angeles Clippers,82,19,63,.232,15.1,29.1,11.9,23.8,50.1,0.3,1.0,31.7,5.0,7.7,65.0,6.5,15.8,22.2,3.8,4.7,1.7,3.8,1.5,6.9,6.5,-2.5
2008-09,C,28,Washington Wizards,82,19,63,.232,12.5,24.7,10.1,20.6,48.8,0.2,0.8,29.2,4.3,5.9,72.1,4.8,8.4,13.2,3.1,3.7,2.0,2.5,1.7,7.9,5.2,-2.0
2008-09,C,30,Sacramento Kings,81,16,65,.198,11.7,20.9,8.3,17.5,47.3,0.7,2.0,37.5,3.6,4.8,74.9,3.8,10.3,14.1,4.1,3.7,1.2,1.8,1.5,6.7,4.7,-2.4
2008-09,G,1,Cleveland Cavaliers,82,66,16,.805,23.5,45.2,16.4,36.9,44.4,6.2,15.0,41.0,6.3,7.6,82.7,2.4,10.3,12.6,10.4,6.2,3.3,0.8,1.7,9.7,6.7,3.8
2008-09,G,2,Los Angeles Lakers,82,65,17,.793,19.6,48.2,17.5,39.8,43.9,4.6,12.5,36.6,8.7,10.4,83.6,1.9,8.9,10.8,11.5,5.5,4.3,0.8,1.7,8.0,9.5,3.1
2008-09,G,3,Boston Celtics,82,62,20,.756,21.7,45.2,16.8,35.6,47.2,4.8,11.9,40.1,6.9,9.0,77.3,2.7,10.2,12.9,14.2,7.0,4.5,0.8,1.9,8.3,7.4,3.3
2008-09,G,4,Orlando Magic,82,59,23,.720,22.0,40.0,14.3,33.4,42.8,5.5,14.4,38.1,5.9,7.4,79.1,1.7,10.1,11.9,10.4,6.4,3.7,0.6,1.5,8.9,6.2,2.7
2008-09,G,5,Denver Nuggets,82,54,28,.659,20.7,43.5,14.5,33.3,43.5,4.6,11.9,38.8,9.9,12.1,81.7,2.1,9.1,11.2,14.8,6.6,3.9,0.8,2.0,8.6,9.1,1.3
2008-09,G,5,Portland Trail Blazers,82,54,28,.659,21.9,47.8,16.8,38.0,44.2,5.2,13.3,39.2,9.1,11.0,82.3,2.8,8.6,11.4,15.5,5.8,3.6,0.5,1.5,7.0,9.9,2.7
2008-09,G,5,San Antonio Spurs,82,54,28,.659,27.6,59.6,22.3,49.6,44.9,5.6,14.7,37.9,9.4,11.6,80.9,2.0,14.4,16.4,14.7,6.6,3.7,1.1,2.5,8.9,10.4,2.3
2008-09,G,8,Houston Rockets,82,53,29,.646,25.0,52.6,18.7,46.1,40.5,6.4,17.1,37.5,8.9,11.2,79.5,2.4,11.4,13.7,14.4,7.3,4.2,0.9,2.6,7.4,9.3,1.9
2008-09,G,9,Dallas Mavericks,82,50,32,.610,26.5,54.5,20.5,46.7,43.9,5.8,16.1,35.8,7.8,9.5,81.4,3.3,13.0,16.3,17.2,6.9,5.0,1.6,1.9,9.9,8.8,1.3
2008-09,G,10,New Orleans Hornets,82,49,33,.598,19.0,42.4,15.3,33.8,45.2,3.5,9.4,37.0,8.4,10.0,83.6,2.0,9.8,11.8,14.0,5.0,4.1,1.0,1.5,6.7,9.6,0.3
2008-09,G,11,Utah Jazz,82,48,34,.585,21.7,44.1,15.9,34.7,45.9,2.7,8.1,33.1,9.6,12.2,79.0,2.4,9.2,11.5,16.4,6.7,4.5,1.1,2.0,7.7,10.5,1.0
2008-09,G,12,Atlanta Hawks,82,47,35,.573,25.9,56.7,20.7,47.8,43.3,6.3,16.9,37.2,9.0,11.4,78.8,3.0,11.1,14.1,14.3,6.9,4.3,0.8,2.0,9.0,9.5,0.9
2008-09,G,13,Phoenix Suns,82,46,36,.561,18.8,43.9,16.3,34.2,47.7,4.5,11.1,40.4,6.7,7.8,86.1,2.0,8.4,10.4,14.0,6.1,3.0,0.6,1.5,6.0,6.9,0.7
2008-09,G,14,Miami Heat,82,43,39,.524,23.8,55.5,19.6,44.7,44.0,5.7,16.0,35.8,10.5,13.8,76.5,2.2,10.4,12.6,15.5,6.1,5.3,1.6,1.7,9.2,11.5,0.2
2008-09,G,15,Chicago Bulls,82,41,41,.500,22.8,52.7,19.9,43.6,45.7,4.1,10.8,38.2,8.7,10.5,83.0,2.6,9.4,11.9,14.0,6.8,3.5,1.1,2.6,7.0,8.6,0.0
2008-09,G,15,Philadelphia 76ers,82,41,41,.500,27.0,59.4,21.3,48.2,44.1,3.1,10.3,30.6,13.6,17.6,77.3,3.6,11.2,14.9,17.4,7.8,5.1,1.0,2.8,8.7,13.9,-0.1
2008-09,G,17,Detroit Pistons,82,39,43,.476,21.7,49.1,18.2,41.8,43.7,2.0,6.0,33.7,10.6,13.1,81.0,2.3,8.3,10.6,14.2,5.3,3.3,0.5,2.7,8.6,10.9,-0.2
2008-09,G,18,Indiana Pacers,82,36,46,.439,29.6,69.9,25.5,57.5,44.3,5.7,15.6,36.6,13.1,15.6,84.2,3.5,14.9,18.4,15.4,8.8,4.7,2.5,3.4,10.9,13.3,-0.7
2008-09,G,19,Charlotte Bobcats,82,35,47,.427,19.9,39.4,14.3,33.7,42.4,3.5,9.5,37.4,7.3,8.7,83.5,1.7,8.0,9.6,12.6,6.4,3.2,0.6,2.1,7.4,7.8,-0.6
2008-09,G,20,Milwaukee Bucks,82,34,48,.415,20.0,40.4,14.5,33.9,42.8,3.5,9.6,35.9,8.0,9.7,82.1,2.1,8.4,10.5,14.1,5.7,3.6,0.4,1.5,7.8,8.8,-0.4
2008-09,G,20,New Jersey Nets,82,34,48,.415,20.0,50.4,17.1,39.0,43.7,3.9,10.5,36.6,12.4,15.1,81.8,1.8,8.7,10.4,14.4,5.3,3.4,0.8,2.1,7.1,12.4,-1.0
2008-09,G,22,Toronto Raptors,82,33,49,.402,24.1,42.9,16.5,36.9,44.7,3.8,10.0,37.5,6.2,7.2,85.5,2.7,10.6,13.3,16.1,6.7,3.5,0.5,1.8,9.0,6.8,-1.6
2008-09,G,23,New York Knicks,82,32,50,.390,18.9,39.5,13.7,32.7,41.8,5.3,14.6,36.2,6.9,8.3,82.3,2.7,8.2,11.0,13.0,5.6,2.9,0.3,1.5,6.1,6.9,-0.9
2008-09,G,24,Golden State Warriors,82,29,53,.354,29.7,69.1,24.7,56.2,43.9,6.1,15.9,38.4,13.6,16.3,83.7,4.3,13.4,17.6,15.0,8.9,5.0,1.5,2.8,10.4,12.8,-2.0
2008-09,G,25,Memphis Grizzlies,82,24,58,.293,22.9,40.9,14.8,34.9,42.3,3.7,10.1,36.9,7.6,9.2,82.5,2.2,10.2,12.5,11.9,7.2,3.9,0.8,2.3,8.9,8.0,-2.4
2008-09,G,25,Minnesota Timberwolves,82,24,58,.293,21.2,39.3,13.9,33.9,41.1,3.9,11.0,35.7,7.5,9.4,80.6,2.1,9.9,11.9,14.0,6.1,2.8,1.0,2.3,8.4,8.1,-2.0
2008-09,G,27,Oklahoma City Thunder,82,23,59,.280,27.8,57.5,20.9,48.7,42.8,2.8,8.4,33.4,13.0,16.0,80.9,5.1,14.2,19.3,16.0,9.4,4.8,2.1,3.0,9.5,12.4,-3.5
2008-09,G,28,Los Angeles Clippers,82,19,63,.232,23.5,44.3,15.8,39.1,40.5,4.4,12.8,34.8,8.1,10.2,79.4,2.5,8.5,11.0,15.4,7.1,4.3,1.3,2.5,9.3,9.2,-4.2
2008-09,G,28,Washington Wizards,82,19,63,.232,16.7,28.1,10.5,25.8,40.8,2.4,7.3,32.8,4.7,6.2,75.8,1.6,6.1,7.8,9.1,4.8,2.4,0.5,1.5,6.0,5.7,-2.5
2008-09,G,30,Sacramento Kings,82,17,65,.207,27.3,61.3,21.2,48.7,43.5,5.5,14.9,37.2,13.4,15.9,83.8,2.9,11.4,14.3,13.6,8.7,4.7,1.4,2.3,10.7,12.2,-5.0
2007-08,,1,Boston Celtics,82,66,16,.805,48.2,100.5,36.4,76.7,47.5,7.3,19.1,38.1,20.5,26.5,77.1,10.1,31.9,42.0,22.4,15.2,8.5,4.6,4.7,22.7,22.2,10.3
2007-08,,2,Detroit Pistons,82,59,23,.720,48.1,97.5,36.6,79.9,45.8,5.9,16.2,36.6,18.4,24.0,76.7,11.9,29.5,41.4,22.3,11.7,7.1,5.8,3.9,20.6,19.7,7.4
2007-08,,3,Los Angeles Lakers,82,57,25,.695,48.2,108.6,39.6,83.1,47.6,8.1,21.4,37.8,21.3,27.7,76.9,11.0,33.2,44.1,24.4,14.1,8.0,5.3,4.5,20.6,22.6,7.3
2007-08,,4,New Orleans Hornets,82,56,26,.683,48.3,100.9,38.6,82.9,46.6,7.7,19.8,38.9,16.0,20.8,76.9,11.4,30.4,41.8,21.8,11.9,7.8,3.9,4.0,18.7,19.2,5.3
2007-08,,4,San Antonio Spurs,82,56,26,.683,48.1,95.4,35.8,78.3,45.7,7.2,19.6,36.9,16.5,21.6,76.1,9.4,31.9,41.3,21.0,12.6,6.4,4.1,4.4,18.7,19.8,4.8
2007-08,,6,Houston Rockets,82,55,27,.671,48.1,96.7,36.6,81.7,44.8,7.1,20.8,34.2,16.4,22.5,72.6,12.2,32.4,44.6,21.4,13.7,7.3,5.1,4.6,19.6,19.7,4.7
2007-08,,6,Phoenix Suns,82,55,27,.671,48.2,110.1,41.4,82.7,50.0,8.5,21.5,39.3,18.9,24.1,78.3,8.8,32.7,41.5,26.7,14.4,6.5,6.3,3.8,19.9,21.1,5.0
2007-08,,8,Utah Jazz,82,54,28,.659,48.1,106.2,40.0,80.4,49.7,5.0,13.4,37.2,21.3,28.0,75.9,11.5,29.4,40.9,26.4,14.6,8.7,4.3,5.1,24.0,23.1,6.9
2007-08,,9,Orlando Magic,82,52,30,.634,48.2,104.5,37.3,78.6,47.4,9.8,25.3,38.6,20.1,27.9,72.1,9.4,32.6,42.0,20.8,14.3,6.3,4.1,4.2,20.6,23.1,5.5
2007-08,,10,Dallas Mavericks,82,51,31,.622,48.1,100.4,36.9,79.5,46.4,6.0,17.1,35.2,20.6,25.3,81.4,10.8,32.2,43.0,21.0,12.6,6.0,4.9,4.4,21.8,21.2,4.5
2007-08,,11,Denver Nuggets,82,50,32,.610,48.4,110.7,40.3,85.8,47.0,6.9,19.6,35.5,23.1,30.7,75.1,11.2,32.9,44.1,24.7,14.7,9.2,6.7,4.8,21.1,23.8,3.7
2007-08,,12,Golden State Warriors,82,48,34,.585,48.2,111.0,41.5,90.3,45.9,9.3,26.6,34.8,18.8,24.9,75.2,12.7,30.4,43.2,22.4,13.2,9.1,4.6,5.0,22.9,21.2,2.2
2007-08,,13,Cleveland Cavaliers,82,45,37,.549,48.4,96.4,35.8,81.7,43.9,6.7,18.8,35.8,18.0,25.1,71.7,13.3,31.3,44.6,20.0,14.0,7.1,5.2,4.7,20.9,20.3,-0.4
2007-08,,14,Washington Wizards,82,43,39,.524,48.5,98.8,36.4,81.6,44.6,7.0,19.7,35.6,19.0,24.3,78.2,12.3,29.3,41.6,19.6,13.2,7.7,4.8,4.4,19.6,20.2,-0.3
2007-08,,15,Portland Trail Blazers,82,41,41,.500,48.5,95.4,35.8,79.8,44.8,6.6,17.4,37.7,17.2,22.5,76.7,11.0,29.7,40.7,21.1,12.9,5.5,4.4,3.7,20.0,20.2,-1.0
2007-08,,15,Toronto Raptors,82,41,41,.500,48.4,100.2,38.4,82.0,46.8,7.0,17.8,39.2,16.4,20.2,81.2,9.6,30.4,40.1,23.8,11.7,7.0,4.1,4.1,19.5,18.4,2.9
2007-08,,17,Philadelphia 76ers,82,40,42,.488,48.2,96.6,37.3,81.1,46.0,3.7,11.6,31.7,18.4,26.1,70.6,13.0,28.9,41.9,20.4,14.3,8.7,4.9,5.1,19.8,20.8,0.4
2007-08,,18,Sacramento Kings,82,38,44,.463,48.4,102.5,37.1,80.0,46.4,6.2,16.7,37.3,22.1,27.7,79.8,10.1,30.0,40.1,19.1,16.1,7.9,4.1,5.5,22.4,23.1,-2.3
2007-08,,19,Atlanta Hawks,82,37,45,.451,48.4,98.2,36.3,79.9,45.4,4.7,13.1,35.6,21.0,27.2,77.2,12.3,29.9,42.2,22.0,14.9,7.3,5.5,5.1,20.4,21.9,-1.8
2007-08,,20,Indiana Pacers,82,36,46,.439,48.2,104.0,37.8,85.3,44.4,9.2,24.6,37.4,19.1,24.9,76.8,11.0,32.1,43.1,22.7,15.1,7.6,5.0,5.1,23.4,21.7,-1.4
2007-08,,21,New Jersey Nets,82,34,48,.415,48.4,95.8,34.8,78.7,44.3,6.1,17.4,34.8,20.1,27.3,73.6,11.1,30.7,41.9,23.5,15.0,6.4,4.8,4.4,22.6,22.4,-5.1
2007-08,,22,Chicago Bulls,82,33,49,.402,48.3,97.3,36.4,83.7,43.5,5.8,15.9,36.3,18.7,24.7,75.6,12.8,30.2,43.0,22.1,14.6,7.7,5.2,5.7,21.8,21.3,-3.1
2007-08,,23,Charlotte Bobcats,82,32,50,.390,48.5,97.1,36.1,79.9,45.2,6.5,17.6,36.7,18.4,25.8,71.4,10.9,29.8,40.6,21.3,14.7,7.5,4.9,5.8,21.7,21.0,-4.4
2007-08,,24,Milwaukee Bucks,82,26,56,.317,48.4,97.0,36.9,82.3,44.9,5.5,16.0,34.4,17.7,24.1,73.3,12.9,28.8,41.7,21.5,14.8,6.6,4.4,4.9,21.3,21.1,-6.9
2007-08,,25,Los Angeles Clippers,82,23,59,.280,48.3,93.8,34.4,78.6,43.8,4.3,13.2,32.4,20.8,26.6,78.1,9.8,30.4,40.1,21.1,14.4,6.8,4.9,4.7,21.3,21.6,-7.3
2007-08,,25,New York Knicks,82,23,59,.280,48.5,96.9,36.2,82.4,43.9,6.0,17.7,33.7,18.6,25.5,72.7,12.5,30.0,42.5,18.7,14.5,6.4,2.6,5.2,21.5,20.3,-6.6
2007-08,,27,Memphis Grizzlies,82,22,60,.268,48.3,100.7,37.3,82.2,45.4,7.6,21.7,34.9,18.5,25.6,72.3,10.3,31.3,41.6,19.2,15.3,6.1,4.7,4.9,19.4,22.5,-6.2
2007-08,,27,Minnesota Timberwolves,82,22,60,.268,48.1,95.6,37.5,83.1,45.1,5.4,15.4,35.0,15.2,20.6,73.6,11.8,29.6,41.4,19.9,14.5,7.5,3.7,5.7,23.0,17.5,-6.8
2007-08,,29,Seattle SuperSonics,82,20,62,.244,48.4,97.5,38.1,85.8,44.4,3.8,11.5,33.3,17.5,22.8,77.0,11.8,32.8,44.6,21.3,16.0,6.5,4.9,5.4,20.5,19.6,-8.8
2007-08,,30,Miami Heat,82,15,67,.183,48.4,91.4,34.2,77.3,44.3,6.0,16.7,35.8,16.9,23.2,72.7,9.1,28.6,37.6,20.0,14.7,7.2,4.3,4.2,20.4,20.1,-8.6
2007-08,F,1,Boston Celtics,82,66,16,.805,23.6,53.4,18.7,38.4,48.6,3.2,8.6,37.6,12.8,16.3,78.4,5.8,18.7,24.5,10.0,7.5,4.1,2.5,2.3,11.8,13.8,4.8
2007-08,F,2,Detroit Pistons,82,59,23,.720,27.7,51.8,20.4,44.0,46.3,3.0,8.5,35.8,8.1,11.5,69.9,8.6,21.3,30.0,7.9,6.6,3.5,4.9,1.7,12.5,9.8,4.3
2007-08,F,3,Los Angeles Lakers,82,57,25,.695,22.1,41.1,15.6,31.4,49.6,2.0,5.6,35.2,8.0,11.0,73.3,6.5,17.3,23.7,10.7,6.4,3.1,3.2,2.1,9.8,9.0,3.5
2007-08,F,4,New Orleans Hornets,82,56,26,.683,23.5,49.1,18.9,41.1,46.0,3.7,8.9,41.0,7.6,9.8,77.8,5.7,15.3,21.0,5.3,5.9,3.0,2.7,2.2,9.6,8.1,2.4
2007-08,F,4,San Antonio Spurs,82,56,26,.683,26.0,46.7,17.8,40.3,44.2,4.3,11.8,36.5,6.9,9.4,73.1,5.6,19.3,24.9,7.1,6.7,3.1,3.1,2.1,9.9,8.6,2.7
2007-08,F,6,Houston Rockets,82,55,27,.671,21.4,34.7,13.6,28.1,48.3,2.2,5.9,37.2,5.3,8.1,66.0,7.6,15.8,23.4,5.6,6.1,3.6,2.3,1.8,10.9,7.8,2.0
2007-08,F,6,Phoenix Suns,82,55,27,.671,24.7,57.7,22.3,42.2,52.8,1.5,4.7,32.7,11.6,14.8,78.4,6.3,20.8,27.1,9.4,7.3,3.8,5.1,2.3,10.8,12.0,2.5
2007-08,F,8,Utah Jazz,82,54,28,.659,24.1,55.7,21.4,41.5,51.5,1.8,4.8,37.6,11.2,15.0,74.5,7.4,17.7,25.1,9.8,7.3,4.4,3.3,2.6,13.6,12.0,3.5
