Anno,Position,TEAM,WIN%,3PM,3PA,3P%,FGM,FGA,FG%,AST,BLKA,TOV
2011,C,Indiana Pacers,0.451,0.0,0.1,0.0,6.0,12.9,46.4,2.6,1.1,2.5
2011,C,Golden State Warriors,0.439,0.0,0.0,25.0,8.2,16.2,50.7,3.7,1.1,3.3
2011,C,Milwaukee Bucks,0.432,0.0,0.0,0.0,6.2,12.9,47.8,1.9,0.6,2.3
2011,C,Charlotte Bobcats,0.407,0.0,0.0,0.0,4.5,9.0,50.3,0.8,1.0,2.1
2011,C,Los Angeles Clippers,0.39,0.0,0.0,0.0,5.1,8.9,56.8,1.1,0.6,2.6
2011,C,Detroit Pistons,0.366,0.0,0.0,25.0,6.8,12.5,54.6,2.7,1.2,2.9
2011,C,New Jersey Nets,0.293,0.0,0.3,14.3,10.0,21.0,47.5,2.4,1.2,3.0
2011,C,Sacramento Kings,0.293,0.0,0.2,15.0,8.5,19.2,44.6,3.3,1.8,3.5
2011,C,Washington Wizards,0.28,0.0,0.1,16.7,4.5,8.2,54.5,0.6,0.6,2.1
2011,C,Toronto Raptors,0.267,1.2,3.5,34.2,8.0,17.8,44.8,1.8,0.8,2.3
2011,C,Cleveland Cavaliers,0.232,0.0,0.1,0.0,8.3,16.9,49.0,2.0,2.0,3.3
2011,C,Minnesota Timberwolves,0.207,1.1,2.6,41.3,11.4,24.1,47.4,3.9,2.2,4.9
2011,G,Chicago Bulls,0.756,4.8,12.9,37.1,17.5,40.2,43.5,14.3,2.4,6.4
2011,G,San Antonio Spurs,0.744,5.1,13.9,37.1,20.2,43.9,46.1,15.5,2.5,6.5
2011,G,Miami Heat,0.707,3.5,9.4,36.8,13.9,30.1,46.3,9.1,1.2,4.9
2011,G,Dallas Mavericks,0.695,5.5,15.6,35.2,15.2,36.2,41.9,18.0,1.7,6.2
2011,G,Los Angeles Lakers,0.695,4.0,11.3,35.4,16.3,38.3,42.6,10.8,1.7,5.4
2011,G,Boston Celtics,0.683,3.5,9.2,37.5,15.0,32.3,46.3,15.7,1.7,6.6
2011,G,Oklahoma City Thunder,0.671,3.5,9.8,35.6,15.9,36.3,43.8,15.0,2.2,6.4
2011,G,Orlando Magic,0.634,5.7,15.5,36.6,15.0,35.4,42.4,12.7,1.3,6.7
2011,G,Denver Nuggets,0.61,5.3,12.8,41.5,16.2,35.0,46.4,14.1,2.2,6.3
2011,G,Portland Trail Blazers,0.585,4.4,12.6,35.2,17.5,40.9,42.7,14.7,2.3,6.3
2011,G,Memphis Grizzlies,0.561,2.8,8.3,33.4,17.0,38.5,44.1,13.1,2.8,6.7
2011,G,New Orleans Hornets,0.561,4.0,10.5,38.0,16.7,38.3,43.7,14.7,1.8,5.9
2011,G,Atlanta Hawks,0.537,5.0,14.1,35.5,17.9,41.3,43.2,13.2,2.0,6.8
2011,G,Houston Rockets,0.524,5.6,14.9,37.6,17.1,40.5,42.3,12.9,2.2,5.9
2011,G,New York Knicks,0.512,5.4,14.9,36.1,14.9,34.3,43.5,13.5,1.5,6.0
2011,G,Philadelphia 76ers,0.5,4.7,12.9,36.2,19.3,44.9,43.0,17.7,2.6,7.2
2011,G,Phoenix Suns,0.488,5.4,14.5,37.1,19.9,43.4,45.9,17.7,1.8,7.2
2011,G,Utah Jazz,0.476,2.9,8.6,34.2,10.4,24.6,42.3,13.0,1.5,5.0
2011,G,Indiana Pacers,0.451,3.6,10.1,36.0,14.3,33.1,43.2,10.7,1.8,6.2
2011,G,Golden State Warriors,0.439,4.9,12.4,39.6,19.7,42.9,46.0,13.8,1.8,6.1
2011,G,Milwaukee Bucks,0.427,4.9,13.9,35.2,16.1,39.9,40.3,13.1,2.1,6.2
2011,G,Charlotte Bobcats,0.415,3.2,9.9,32.7,16.9,39.6,42.6,12.9,2.8,6.5
2011,G,Los Angeles Clippers,0.39,4.2,12.5,33.5,15.3,36.7,41.6,14.4,2.1,6.9
2011,G,Detroit Pistons,0.366,2.9,7.8,36.7,17.1,38.9,43.9,14.0,2.3,5.6
2011,G,New Jersey Nets,0.293,4.6,12.8,36.0,16.0,38.7,41.3,16.0,2.0,6.7
2011,G,Sacramento Kings,0.293,3.5,10.2,34.0,17.9,40.2,44.5,13.8,2.3,7.4
2011,G,Washington Wizards,0.28,3.6,10.9,33.3,18.8,45.0,41.8,14.6,2.5,7.5
2011,G,Toronto Raptors,0.268,2.3,7.3,31.6,16.7,37.3,44.7,14.6,2.5,6.1
2011,G,Cleveland Cavaliers,0.232,3.8,10.4,36.8,14.7,35.6,41.4,15.5,2.1,6.0
2011,G,Minnesota Timberwolves,0.207,4.3,11.1,38.4,13.7,32.6,41.9,11.7,1.3,7.1
2010,All,Cleveland Cavaliers,0.744,7.3,19.3,38.1,37.8,77.9,48.5,22.4,4.0,13.9
2010,All,Orlando Magic,0.72,10.3,27.3,37.5,36.6,78.0,47.0,19.7,3.5,14.1
2010,All,Los Angeles Lakers,0.695,6.5,19.0,34.1,38.3,83.8,45.7,21.1,4.4,13.4
2010,All,Dallas Mavericks,0.671,6.8,18.3,37.2,38.3,82.4,46.4,23.4,4.1,12.9
2010,All,Phoenix Suns,0.659,8.9,21.6,41.2,40.7,82.8,49.2,23.3,4.5,14.8
2010,All,Atlanta Hawks,0.646,6.4,17.7,36.0,38.8,82.9,46.8,21.8,4.4,12.0
2010,All,Denver Nuggets,0.646,6.6,18.5,35.9,38.1,81.4,46.8,21.0,5.3,13.9
2010,All,Utah Jazz,0.646,5.4,14.7,36.4,39.4,80.2,49.1,26.7,5.4,15.2
2010,All,Boston Celtics,0.61,6.1,17.5,34.8,37.1,76.8,48.3,23.5,4.7,14.9
2010,All,Oklahoma City Thunder,0.61,5.1,15.0,34.0,37.4,80.8,46.2,20.0,4.7,15.0
2010,All,Portland Trail Blazers,0.61,6.0,16.9,35.4,36.3,78.7,46.1,20.4,4.1,12.3
2010,All,San Antonio Spurs,0.61,6.8,18.9,35.8,38.4,81.2,47.3,22.3,5.1,13.6
2010,All,Miami Heat,0.573,6.0,17.4,34.6,36.4,79.5,45.8,18.9,4.3,13.2
2010,All,Milwaukee Bucks,0.561,7.9,22.1,35.6,37.2,85.3,43.6,21.2,5.1,13.2
2010,All,Charlotte Bobcats,0.537,5.6,16.2,34.6,34.9,76.9,45.3,20.2,6.1,15.7
2010,All,Houston Rockets,0.512,7.9,22.4,35.1,37.7,84.4,44.7,21.8,6.5,14.5
2010,All,Chicago Bulls,0.5,4.3,13.0,33.0,37.6,83.2,45.1,20.8,5.3,14.3
2010,All,Memphis Grizzlies,0.488,4.2,12.4,33.7,39.3,83.8,46.9,18.8,6.1,15.2
2010,All,Toronto Raptors,0.488,6.3,17.0,37.1,39.0,80.9,48.2,22.0,4.4,13.4
2010,All,New Orleans Hornets,0.451,7.0,19.2,36.3,38.8,83.4,46.4,22.3,4.5,13.5
2010,All,Indiana Pacers,0.39,8.0,23.1,34.8,36.8,83.2,44.3,21.1,5.0,15.0
2010,All,Los Angeles Clippers,0.354,5.9,17.8,33.2,36.6,80.5,45.5,22.1,4.4,15.7
2010,All,New York Knicks,0.354,9.1,26.2,34.6,38.1,83.9,45.5,21.6,4.5,14.0
2010,All,Detroit Pistons,0.329,4.6,14.5,31.4,35.9,80.5,44.5,19.4,4.9,13.4
2010,All,Philadelphia 76ers,0.329,5.8,16.8,34.3,37.6,81.8,46.0,21.0,4.0,14.5
2010,All,Golden State Warriors,0.317,7.7,20.6,37.5,40.6,86.5,46.9,22.4,5.0,14.7
2010,All,Washington Wizards,0.317,5.3,14.9,35.3,36.7,81.7,44.9,19.0,5.1,14.9
2010,All,Sacramento Kings,0.305,5.9,16.9,34.9,38.3,84.1,45.6,20.5,5.7,15.0
2010,All,Minnesota Timberwolves,0.183,4.9,14.4,34.1,37.9,84.4,44.9,19.8,5.4,16.3
2010,All,New Jersey Nets,0.146,4.6,14.5,31.8,34.3,79.9,42.9,18.8,5.1,14.4
2010,F,Cleveland Cavaliers,0.744,2.8,8.4,32.8,21.0,41.7,50.5,11.0,2.4,6.8
2010,F,Orlando Magic,0.72,6.7,18.0,37.1,20.7,45.9,45.1,7.3,2.0,7.9
2010,F,Los Angeles Lakers,0.695,2.2,6.5,33.9,15.0,32.8,45.9,9.9,2.2,5.9
2010,F,Dallas Mavericks,0.671,1.6,4.8,33.3,21.4,45.6,46.9,6.0,2.4,6.4
2010,F,Phoenix Suns,0.659,1.9,4.4,43.8,18.2,35.7,51.0,5.4,2.6,6.8
2010,F,Atlanta Hawks,0.646,1.2,3.9,30.7,14.4,30.6,47.1,6.7,2.0,5.1
2010,F,Denver Nuggets,0.646,0.9,3.0,28.6,15.5,33.0,46.9,5.0,2.2,5.5
2010,F,Utah Jazz,0.646,2.0,5.6,36.8,22.5,43.7,51.4,10.8,3.0,8.3
2010,F,Boston Celtics,0.61,2.8,8.0,34.7,16.3,35.0,46.6,7.2,1.9,6.4
2010,F,Oklahoma City Thunder,0.61,2.9,8.2,35.0,20.6,42.2,48.8,5.1,2.0,7.0
2010,F,Portland Trail Blazers,0.61,3.3,9.0,36.4,23.4,49.0,47.8,8.4,2.2,7.2
2010,F,San Antonio Spurs,0.61,3.1,9.1,34.3,22.1,45.9,48.0,9.5,2.6,7.6
2010,F,Miami Heat,0.573,3.3,8.7,37.7,15.4,34.1,45.3,4.3,1.8,5.8
2010,F,Milwaukee Bucks,0.561,3.3,9.3,35.1,14.8,33.5,44.1,6.4,2.0,6.0
2010,F,Charlotte Bobcats,0.537,3.2,9.5,33.5,20.4,44.5,45.8,10.0,3.5,8.7
2010,F,Houston Rockets,0.512,2.4,6.8,35.7,19.3,40.0,48.2,7.9,3.5,7.7
2010,F,Chicago Bulls,0.5,1.0,3.2,31.8,19.4,41.0,47.2,7.4,2.8,8.0
2010,F,Memphis Grizzlies,0.488,1.1,3.9,29.0,19.9,42.7,46.6,4.9,3.7,6.8
2010,F,Toronto Raptors,0.488,2.1,6.0,35.7,15.8,32.5,48.5,7.3,1.9,5.5
2010,F,New Orleans Hornets,0.451,2.7,7.7,35.2,17.1,37.0,46.2,7.0,1.7,6.3
2010,F,Indiana Pacers,0.39,4.5,13.0,34.9,19.8,44.9,44.1,8.3,2.8,7.4
2010,F,Los Angeles Clippers,0.354,2.5,7.4,33.5,16.7,35.4,47.1,5.9,2.0,7.7
2010,F,New York Knicks,0.354,5.8,16.5,35.0,20.5,46.2,44.4,7.6,2.2,7.7
2010,F,Detroit Pistons,0.329,2.5,7.4,33.9,17.0,36.2,46.9,4.6,2.0,6.1
2010,F,Philadelphia 76ers,0.329,3.1,9.5,32.7,22.2,48.7,45.5,10.0,2.3,8.1
2010,F,Golden State Warriors,0.317,4.1,11.2,37.0,21.5,45.6,47.2,8.9,2.9,8.0
2010,F,Washington Wizards,0.317,2.4,6.7,36.0,19.3,42.4,45.5,8.1,2.7,7.7
2010,F,Sacramento Kings,0.305,3.9,10.8,35.7,24.0,52.9,45.3,8.7,3.9,10.0
2010,F,Minnesota Timberwolves,0.183,3.2,9.6,33.2,24.5,54.6,44.8,10.3,3.4,10.1
2010,F,New Jersey Nets,0.146,1.7,5.6,31.0,15.8,37.4,42.3,6.6,2.6,7.4
2010,C,Cleveland Cavaliers,0.744,0.1,0.4,41.4,8.8,16.7,52.9,2.6,1.0,3.4
2010,C,Orlando Magic,0.72,0.0,0.1,0.0,7.7,12.9,59.5,2.0,1.0,2.8
2010,C,Los Angeles Lakers,0.695,0.0,0.1,0.0,10.9,19.9,54.6,3.6,1.4,3.2
2010,C,Dallas Mavericks,0.663,0.0,0.1,20.0,4.7,8.8,53.6,1.0,0.9,2.1
2010,C,Phoenix Suns,0.659,2.1,4.8,43.9,6.1,12.5,48.8,1.5,0.4,2.5
2010,C,Atlanta Hawks,0.646,0.0,0.2,15.4,8.5,16.5,51.5,3.1,1.2,2.9
2010,C,Denver Nuggets,0.646,0.0,0.1,0.0,7.5,13.0,57.7,3.0,1.0,3.4
2010,C,Utah Jazz,0.646,1.0,2.7,37.2,9.9,19.9,49.8,3.3,1.4,3.9
2010,C,Boston Celtics,0.61,1.0,3.6,27.9,7.8,15.8,49.7,2.2,1.2,3.4
2010,C,Oklahoma City Thunder,0.61,0.0,0.1,22.2,6.1,11.7,52.4,1.1,0.8,2.8
2010,C,San Antonio Spurs,0.61,1.1,2.9,38.3,8.5,16.9,50.3,2.8,1.1,3.3
2010,C,Portland Trail Blazers,0.605,0.0,0.0,0.0,4.6,8.4,54.7,1.1,0.7,2.1
2010,C,Miami Heat,0.573,0.0,0.0,0.0,6.1,11.7,51.9,1.3,1.1,2.5
2010,C,Milwaukee Bucks,0.561,0.0,0.0,0.0,6.4,12.5,51.0,1.7,0.9,1.8
2010,C,Charlotte Bobcats,0.537,0.0,0.0,0.0,4.5,8.4,54.1,0.8,0.8,2.5
2010,C,Houston Rockets,0.512,0.3,1.0,33.3,10.7,21.8,49.1,4.4,1.9,3.9
2010,C,Chicago Bulls,0.5,0.5,1.6,28.0,6.3,13.7,46.3,3.5,1.0,2.9
2010,C,Memphis Grizzlies,0.488,0.0,0.0,0.0,6.0,10.8,55.9,2.3,0.8,2.9
2010,C,Toronto Raptors,0.488,1.5,4.0,37.1,7.6,15.9,47.9,1.5,0.6,2.2
2010,C,New Orleans Hornets,0.451,0.0,0.0,0.0,4.9,9.5,52.3,1.1,0.8,2.0
2010,C,Indiana Pacers,0.39,1.6,4.2,38.2,10.6,22.2,47.9,4.4,1.5,4.1
2010,C,Los Angeles Clippers,0.354,0.0,0.1,0.0,10.7,21.1,50.5,2.0,1.3,3.8
2010,C,New York Knicks,0.346,0.0,0.1,0.0,9.0,16.8,53.7,3.8,1.4,2.4
2010,C,Detroit Pistons,0.329,0.0,0.0,0.0,2.7,5.1,52.9,1.5,0.4,1.8
2010,C,Philadelphia 76ers,0.329,0.1,0.4,29.4,7.0,14.1,49.7,1.6,0.8,2.9
2010,C,Golden State Warriors,0.317,0.0,0.1,10.0,5.7,11.0,51.8,3.2,0.8,2.7
2010,C,Washington Wizards,0.317,0.2,0.5,28.9,10.5,20.7,50.5,3.1,1.8,4.2
2010,C,Sacramento Kings,0.305,0.3,1.2,26.7,9.9,21.0,47.3,4.1,1.8,4.2
2010,C,Minnesota Timberwolves,0.183,0.6,2.0,29.9,14.5,29.9,48.6,4.6,2.1,5.4
2010,C,New Jersey Nets,0.146,0.0,0.1,14.3,8.7,17.6,49.6,2.7,1.2,3.2
2010,G,Cleveland Cavaliers,0.744,4.5,10.6,42.1,11.2,25.3,44.4,9.8,1.0,5.1
2010,G,Orlando Magic,0.72,6.5,17.0,38.1,17.9,40.9,43.7,14.1,1.4,6.9
2010,G,Los Angeles Lakers,0.695,4.3,12.5,34.2,17.9,41.4,43.3,10.3,1.6,5.9
2010,G,Dallas Mavericks,0.671,5.5,14.5,37.8,16.1,37.1,43.4,17.3,1.4,6.0
2010,G,Phoenix Suns,0.659,4.9,12.4,39.3,16.5,34.6,47.5,16.3,1.4,5.5
2010,G,Atlanta Hawks,0.646,5.9,15.9,37.0,20.4,46.0,44.4,13.4,1.9,5.9
2010,G,Denver Nuggets,0.646,5.8,15.6,37.1,18.1,40.9,44.3,13.6,2.6,6.9
2010,G,Utah Jazz,0.646,3.1,8.3,37.8,16.0,34.1,46.8,17.1,2.3,6.8
2010,G,Boston Celtics,0.61,3.5,10.0,35.7,17.5,36.5,47.9,15.7,2.0,7.0
2010,G,Oklahoma City Thunder,0.61,2.2,6.8,33.0,12.9,30.8,41.9,14.2,2.3,6.4
2010,G,Portland Trail Blazers,0.61,3.6,10.6,33.9,17.2,39.5,43.6,15.4,2.1,5.7
2010,G,San Antonio Spurs,0.61,4.9,13.5,36.1,18.5,41.4,44.8,14.6,2.6,7.0
2010,G,Miami Heat,0.573,3.5,10.7,32.8,17.3,38.9,44.4,14.4,1.6,6.0
2010,G,Milwaukee Bucks,0.561,6.8,18.9,36.0,21.3,52.2,40.7,16.5,2.8,7.6
2010,G,Charlotte Bobcats,0.537,4.1,11.6,34.9,18.0,42.7,42.3,12.9,3.1,7.6
2010,G,Houston Rockets,0.512,6.3,17.8,35.3,19.8,47.4,41.7,14.5,3.1,7.3
2010,G,Chicago Bulls,0.5,3.3,9.8,33.4,18.1,41.9,43.2,13.4,2.5,6.3
2010,G,Memphis Grizzlies,0.488,3.2,9.2,34.8,16.1,36.5,44.2,12.3,2.2,6.7
2010,G,Toronto Raptors,0.488,3.4,9.2,37.2,17.6,37.3,47.2,14.1,2.2,6.7
2010,G,New Orleans Hornets,0.451,4.2,11.5,37.1,17.0,37.7,45.1,14.3,2.0,5.4
2010,G,Indiana Pacers,0.39,4.4,13.3,33.3,18.3,42.6,43.0,13.7,2.2,8.4
2010,G,Los Angeles Clippers,0.354,5.2,15.6,33.3,17.1,41.1,41.6,16.1,2.0,8.0
2010,G,New York Knicks,0.354,4.6,13.5,33.7,16.5,37.7,43.9,13.6,1.7,6.7
2010,G,Detroit Pistons,0.329,2.4,8.2,29.2,17.9,42.8,41.7,13.7,2.7,6.1
2010,G,Philadelphia 76ers,0.329,4.6,13.1,34.9,19.6,43.9,44.6,16.4,1.9,7.8
2010,G,Golden State Warriors,0.317,5.5,14.0,39.6,22.5,49.4,45.6,14.3,2.5,7.6
2010,G,Washington Wizards,0.317,4.0,10.8,37.1,16.5,38.5,42.8,13.2,1.9,6.9
2010,G,Sacramento Kings,0.305,4.6,13.1,35.2,22.3,50.1,44.5,14.8,3.1,8.4
2010,G,Minnesota Timberwolves,0.183,3.4,9.9,34.3,18.6,43.7,42.5,13.1,2.6,8.5
2010,G,New Jersey Nets,0.146,3.6,11.5,31.7,19.3,47.3,40.9,14.5,3.0,8.5
2009,All,Cleveland Cavaliers,0.805,8.0,20.4,39.3,36.9,78.7,46.8,20.3,4.1,12.7
2009,All,Los Angeles Lakers,0.793,6.7,18.5,36.1,40.3,85.1,47.4,23.3,4.8,13.5
2009,All,Boston Celtics,0.756,6.6,16.5,39.7,37.5,77.2,48.6,22.7,4.7,15.6
2009,All,Orlando Magic,0.72,10.0,26.2,38.1,35.7,78.2,45.7,19.4,3.8,13.9
2009,All,Denver Nuggets,0.659,6.7,18.0,37.1,37.3,79.4,47.0,22.2,5.5,15.3
2009,All,Portland Trail Blazers,0.659,7.3,19.0,38.3,36.8,79.2,46.5,20.3,3.9,12.9
2009,All,San Antonio Spurs,0.659,7.6,19.8,38.6,37.1,79.7,46.6,21.2,4.3,11.7
2009,All,Houston Rockets,0.646,7.6,20.2,37.5,36.1,79.6,45.3,20.3,5.3,14.1
2009,All,Dallas Mavericks,0.61,7.0,19.9,35.0,38.1,82.6,46.2,21.7,4.1,12.7
2009,All,New Orleans Hornets,0.598,6.8,18.6,36.4,35.5,77.6,45.7,19.6,3.5,12.5
2009,All,Utah Jazz,0.585,4.8,13.7,34.9,38.3,80.8,47.5,24.7,5.2,14.8
2009,All,Atlanta Hawks,0.573,7.3,19.9,36.6,36.0,78.7,45.8,20.2,4.3,12.8
2009,All,Phoenix Suns,0.561,6.7,17.6,38.3,41.1,81.6,50.4,23.2,4.5,15.7
2009,All,Miami Heat,0.524,7.1,19.9,35.7,37.0,81.0,45.7,20.4,4.1,12.5
2009,All,Chicago Bulls,0.5,6.0,15.8,38.1,38.1,83.5,45.7,21.1,5.5,14.5
2009,All,Philadelphia 76ers,0.5,4.2,13.1,31.8,36.5,79.7,45.9,20.1,4.9,14.1
2009,All,Detroit Pistons,0.476,4.6,13.2,34.9,36.4,80.0,45.4,20.6,4.2,11.9
2009,All,Indiana Pacers,0.439,8.0,21.0,37.8,39.3,86.3,45.5,21.6,5.4,14.5
2009,All,Charlotte Bobcats,0.427,6.0,16.3,36.6,35.0,76.8,45.5,21.2,6.0,15.6
2009,All,Milwaukee Bucks,0.415,6.2,17.2,36.3,36.7,82.4,44.5,22.0,4.6,14.1
2009,All,New Jersey Nets,0.415,8.0,21.2,37.6,35.7,79.7,44.8,20.0,4.8,13.1
2009,All,Toronto Raptors,0.402,5.8,15.7,37.2,37.2,81.4,45.8,22.4,4.7,13.4
2009,All,New York Knicks,0.39,10.0,27.9,36.0,38.5,86.5,44.5,21.2,5.3,14.3
2009,All,Golden State Warriors,0.354,6.7,18.0,37.3,39.4,86.0,45.8,20.9,5.0,14.6
2009,All,Memphis Grizzlies,0.293,4.9,13.5,36.0,34.9,77.0,45.4,17.4,5.4,15.3
2009,All,Minnesota Timberwolves,0.293,6.6,18.8,35.3,36.4,82.5,44.1,20.4,5.9,14.2
2009,All,Oklahoma City Thunder,0.28,4.0,11.6,34.6,36.6,81.9,44.7,20.3,5.0,16.2
2009,All,Los Angeles Clippers,0.232,6.5,18.5,35.4,36.0,81.7,44.1,21.0,5.0,14.9
2009,All,Washington Wizards,0.232,4.8,14.6,33.0,36.5,81.2,45.0,20.0,5.3,14.0
2009,All,Sacramento Kings,0.207,7.1,19.4,36.8,36.5,81.5,44.7,19.7,5.2,15.4
2009,F,Cleveland Cavaliers,0.805,3.1,8.3,37.0,19.9,41.3,48.2,11.0,2.4,7.1
2009,F,Los Angeles Lakers,0.793,2.1,6.0,35.1,18.9,38.0,49.8,10.7,2.5,6.7
2009,F,Boston Celtics,0.756,1.8,4.6,38.8,17.6,36.2,48.7,7.4,2.3,6.9
2009,F,Orlando Magic,0.72,6.0,16.2,37.3,17.6,40.7,43.2,8.9,1.5,7.0
2009,F,Denver Nuggets,0.659,2.2,6.3,34.8,24.4,49.5,49.3,8.2,3.9,9.6
2009,F,Portland Trail Blazers,0.659,2.1,5.7,36.4,15.6,33.7,46.2,4.1,1.6,5.0
2009,F,San Antonio Spurs,0.659,4.0,10.0,40.5,18.8,39.9,47.2,7.6,1.9,6.5
2009,F,Houston Rockets,0.646,3.0,7.8,38.9,15.6,33.5,46.5,7.0,2.4,6.6
2009,F,Dallas Mavericks,0.61,2.6,8.4,31.4,22.4,48.7,46.0,5.6,2.4,6.5
2009,F,New Orleans Hornets,0.598,5.0,13.6,36.9,22.5,50.2,44.9,6.3,2.2,8.3
2009,F,Utah Jazz,0.585,2.3,6.4,35.4,18.5,39.0,47.6,8.1,2.6,7.0
2009,F,Atlanta Hawks,0.573,2.2,6.0,36.3,17.8,36.6,48.7,6.6,2.6,7.1
2009,F,Phoenix Suns,0.561,2.2,6.5,34.7,18.6,37.2,50.0,7.7,2.5,7.9
2009,F,Miami Heat,0.524,2.0,5.9,34.0,16.9,36.2,46.6,4.6,2.1,5.9
2009,F,Chicago Bulls,0.5,2.6,6.8,38.4,18.9,41.6,45.4,7.0,2.8,7.9
2009,F,Philadelphia 76ers,0.5,2.0,6.0,33.3,18.8,39.3,47.9,7.7,2.1,6.7
2009,F,Detroit Pistons,0.476,2.6,7.1,36.0,17.0,36.2,47.1,6.0,1.3,6.0
2009,F,Indiana Pacers,0.439,4.8,11.9,40.5,14.6,32.5,44.9,5.5,2.0,4.7
2009,F,Charlotte Bobcats,0.427,2.4,6.8,35.7,19.0,39.3,48.4,8.3,3.6,8.2
2009,F,Milwaukee Bucks,0.415,3.2,8.6,36.6,19.2,43.5,44.2,7.0,2.6,7.1
2009,F,New Jersey Nets,0.415,4.1,10.7,38.3,11.9,28.3,42.2,4.2,1.6,5.5
2009,F,Toronto Raptors,0.402,3.3,8.7,38.3,26.2,56.5,46.5,8.0,3.4,8.7
2009,F,New York Knicks,0.39,6.2,17.3,36.0,27.3,60.4,45.1,9.5,4.2,9.8
2009,F,Golden State Warriors,0.354,3.0,8.4,36.0,20.8,45.8,45.4,10.5,3.0,7.8
2009,F,Memphis Grizzlies,0.293,1.5,4.4,34.3,16.9,36.8,46.0,4.2,2.7,7.0
2009,F,Minnesota Timberwolves,0.293,3.7,10.5,35.5,25.4,54.4,46.7,10.2,3.8,9.5
2009,F,Oklahoma City Thunder,0.28,2.8,7.3,38.6,22.1,47.8,46.3,7.5,2.7,9.0
2009,F,Los Angeles Clippers,0.232,2.5,7.0,35.8,17.6,38.6,45.5,5.8,2.0,6.7
2009,F,Washington Wizards,0.232,2.4,7.0,33.4,21.7,46.3,46.9,9.3,2.9,7.6
2009,F,Sacramento Kings,0.207,3.4,9.0,37.7,20.8,45.1,46.2,8.6,3.5,8.8
2009,C,Cleveland Cavaliers,0.805,0.2,0.5,36.4,9.1,18.6,49.0,2.5,1.2,3.7
2009,C,Los Angeles Lakers,0.793,0.0,0.0,33.3,12.5,23.0,54.2,4.9,1.7,3.9
2009,C,Boston Celtics,0.756,0.3,0.8,38.1,4.8,8.6,55.2,1.8,0.8,2.7
2009,C,Orlando Magic,0.72,0.0,0.1,25.0,10.1,18.3,55.4,1.9,1.3,3.4
2009,C,Denver Nuggets,0.659,0.0,0.2,17.6,7.5,13.1,57.3,1.8,1.1,3.3
2009,C,Portland Trail Blazers,0.659,0.0,0.0,0.0,4.5,7.6,58.7,0.7,0.8,2.2
2009,C,San Antonio Spurs,0.659,1.5,3.8,40.6,7.0,14.1,49.4,2.8,0.6,2.6
2009,C,Houston Rockets,0.646,0.0,0.0,25.0,12.1,22.5,54.0,3.2,1.8,3.7
2009,C,Dallas Mavericks,0.61,0.0,0.0,0.0,2.9,4.8,59.2,1.1,0.6,1.7
2009,C,New Orleans Hornets,0.598,0.0,0.1,16.7,5.1,9.6,52.6,1.0,0.8,2.4
2009,C,Utah Jazz,0.585,1.1,2.5,44.6,6.9,14.0,49.1,1.8,0.8,2.4
2009,C,Atlanta Hawks,0.573,0.0,0.0,0.0,5.8,11.4,51.3,2.7,0.9,2.5
2009,C,Phoenix Suns,0.561,0.1,0.3,37.5,13.2,23.3,56.7,3.5,1.5,4.4
2009,C,Miami Heat,0.524,0.1,0.3,40.7,7.7,15.5,49.4,2.4,1.2,3.4
2009,C,Chicago Bulls,0.5,0.0,0.2,16.7,6.8,13.6,49.9,3.4,1.3,3.2
2009,C,Philadelphia 76ers,0.5,0.0,0.1,20.0,6.1,12.2,50.2,0.7,0.8,2.8
2009,C,Detroit Pistons,0.476,1.4,3.9,35.4,8.0,17.2,46.7,2.5,0.5,2.9
2009,C,Indiana Pacers,0.439,2.0,4.5,44.5,11.7,24.1,48.7,5.6,1.7,4.8
2009,C,Charlotte Bobcats,0.427,0.9,2.1,41.4,11.5,22.4,51.2,4.6,1.9,4.8
2009,C,Milwaukee Bucks,0.415,0.0,0.1,16.7,4.7,8.9,52.5,1.7,0.7,2.2
2009,C,New Jersey Nets,0.415,0.0,0.0,0.0,7.3,14.0,52.4,1.6,1.2,2.6
2009,C,Toronto Raptors,0.402,1.5,3.6,40.5,8.4,18.5,45.5,2.1,1.2,2.8
2009,C,New York Knicks,0.39,0.0,0.2,6.3,8.6,16.4,52.3,3.3,1.7,3.3
2009,C,Golden State Warriors,0.354,0.0,0.0,0.0,6.0,11.0,54.9,3.5,0.9,2.6
2009,C,Memphis Grizzlies,0.293,0.0,0.0,0.0,6.1,11.7,52.4,2.3,0.9,2.8
2009,C,Minnesota Timberwolves,0.293,0.0,0.3,8.7,10.4,22.0,47.4,2.2,2.3,3.3
2009,C,Oklahoma City Thunder,0.28,0.0,0.1,20.0,9.2,18.5,49.7,2.0,1.1,4.1
2009,C,Los Angeles Clippers,0.232,0.3,1.0,31.7,11.9,23.8,50.1,3.8,1.5,4.7
2009,C,Washington Wizards,0.232,0.2,0.8,29.2,10.1,20.6,48.8,3.1,1.7,3.7
2009,C,Sacramento Kings,0.198,0.7,2.0,37.5,8.3,17.5,47.3,4.1,1.5,3.7
2009,G,Cleveland Cavaliers,0.805,6.2,15.0,41.0,16.4,36.9,44.4,10.4,1.7,6.2
2009,G,Los Angeles Lakers,0.793,4.6,12.5,36.6,17.5,39.8,43.9,11.5,1.7,5.5
2009,G,Boston Celtics,0.756,4.8,11.9,40.1,16.8,35.6,47.2,14.2,1.9,7.0
