Anno,Position,TEAM,WIN%,3PM,3PA,3P%,FGM,FGA,FG%,AST,BLKA,TOV
2023,All,Milwaukee Bucks,0.707,14.8,40.3,36.8,42.7,90.4,47.3,25.8,3.9,14.6
2023,All,Boston Celtics,0.695,16.0,42.6,37.7,42.2,88.8,47.5,26.7,3.9,13.4
2023,All,Philadelphia 76ers,0.659,12.6,32.6,38.7,40.8,83.8,48.7,25.2,4.6,13.7
2023,All,Denver Nuggets,0.646,11.8,31.2,37.9,43.6,86.4,50.4,28.9,4.2,14.5
2023,All,Cleveland Cavaliers,0.622,11.6,31.6,36.7,41.6,85.2,48.8,24.9,4.4,13.3
2023,All,Memphis Grizzlies,0.622,12.0,34.2,35.1,43.7,92.1,47.5,26.0,5.2,13.6
2023,All,Sacramento Kings,0.585,13.8,37.3,36.9,43.6,88.2,49.4,27.3,4.2,13.5
2023,All,New York Knicks,0.573,12.6,35.7,35.4,42.0,89.4,47.0,22.9,4.5,13.0
2023,All,Brooklyn Nets,0.549,12.8,33.8,37.8,41.5,85.1,48.7,25.5,3.9,13.7
2023,All,Phoenix Suns,0.549,12.2,32.6,37.4,42.1,90.1,46.7,27.3,4.0,13.5
2023,All,Golden State Warriors,0.537,16.6,43.2,38.5,43.1,90.2,47.9,29.8,4.0,16.3
2023,All,LA Clippers,0.537,12.7,33.3,38.1,41.1,86.1,47.7,23.9,4.2,14.2
2023,All,Miami Heat,0.537,12.0,34.8,34.4,39.2,85.3,46.0,23.8,3.8,13.5
2023,All,Los Angeles Lakers,0.524,10.8,31.2,34.6,42.9,89.0,48.2,25.3,5.1,14.1
2023,All,Minnesota Timberwolves,0.512,12.2,33.3,36.5,42.9,87.4,49.0,26.2,4.1,15.3
2023,All,New Orleans Pelicans,0.512,11.0,30.1,36.4,42.0,87.6,48.0,25.9,4.7,14.6
2023,All,Atlanta Hawks,0.5,10.8,30.5,35.2,44.6,92.4,48.3,25.0,5.0,12.9
2023,All,Toronto Raptors,0.5,10.7,32.0,33.5,41.9,91.3,45.9,23.9,4.6,11.7
2023,All,Chicago Bulls,0.488,10.4,28.9,36.1,42.5,86.8,49.0,24.5,4.7,13.4
2023,All,Oklahoma City Thunder,0.488,12.1,34.1,35.6,43.1,92.6,46.5,24.4,5.5,13.0
2023,All,Dallas Mavericks,0.463,15.2,41.0,37.1,40.0,84.3,47.5,22.9,3.8,12.2
2023,All,Utah Jazz,0.451,13.3,37.8,35.3,42.5,89.8,47.3,26.0,4.9,15.4
2023,All,Indiana Pacers,0.427,13.6,37.0,36.7,42.0,89.6,46.9,27.0,5.3,14.9
2023,All,Washington Wizards,0.427,11.3,31.7,35.6,42.1,86.9,48.5,25.4,5.0,14.1
2023,All,Orlando Magic,0.415,10.8,31.1,34.6,40.5,86.3,47.0,23.2,5.1,15.1
2023,All,Portland Trail Blazers,0.402,12.9,35.3,36.5,40.5,85.4,47.4,24.2,4.3,14.5
2023,All,Charlotte Hornets,0.329,10.7,32.5,33.0,41.3,90.4,45.7,25.1,5.7,14.2
2023,All,Houston Rockets,0.268,10.4,31.9,32.7,40.6,88.9,45.7,22.4,6.2,16.2
2023,All,San Antonio Spurs,0.268,11.1,32.2,34.5,43.1,92.6,46.5,27.2,5.3,15.3
2023,All,Detroit Pistons,0.207,11.4,32.4,35.1,39.6,87.1,45.4,23.0,5.5,15.1
2023,F,Milwaukee Bucks,0.707,5.0,14.2,34.8,20.6,42.1,48.8,11.1,2.3,6.1
2023,F,Boston Celtics,0.695,10.5,28.0,37.5,29.2,59.9,48.7,14.1,2.5,8.9
2023,F,Philadelphia 76ers,0.659,6.7,17.9,37.5,27.0,53.5,50.6,12.3,3.2,9.3
2023,F,Denver Nuggets,0.646,5.3,14.4,36.9,19.6,38.5,50.8,8.6,2.2,6.7
2023,F,Cleveland Cavaliers,0.622,4.1,11.4,35.8,9.3,20.9,44.6,4.4,1.0,4.3
2023,F,Memphis Grizzlies,0.622,5.6,17.1,32.9,22.2,46.3,48.0,7.9,2.6,7.2
2023,F,Sacramento Kings,0.585,8.5,22.1,38.5,26.3,51.7,50.8,14.4,2.5,8.6
2023,F,New York Knicks,0.573,6.0,18.2,32.9,22.5,48.1,46.6,9.7,2.7,6.8
2023,F,Brooklyn Nets,0.549,7.8,20.1,38.7,20.5,43.3,47.3,13.7,1.8,7.4
2023,F,Phoenix Suns,0.549,6.1,15.5,39.7,14.8,32.7,45.1,7.8,1.4,5.7
2023,F,Golden State Warriors,0.537,4.5,12.1,36.7,17.7,34.3,51.7,15.0,1.8,8.1
2023,F,LA Clippers,0.537,7.8,20.4,38.2,22.6,48.0,47.2,13.0,1.9,7.8
2023,F,Miami Heat,0.537,5.7,16.9,33.7,24.5,50.7,48.3,12.5,2.1,8.1
2023,F,Los Angeles Lakers,0.524,5.1,15.1,34.1,26.7,52.0,51.4,10.3,2.9,7.6
2023,F,Minnesota Timberwolves,0.512,4.7,12.5,37.8,17.2,33.8,50.9,9.9,1.6,6.4
2023,F,New Orleans Pelicans,0.512,5.2,14.3,36.3,23.6,47.0,50.3,12.9,2.7,8.2
2023,F,Atlanta Hawks,0.5,4.8,14.0,34.5,20.4,40.8,50.0,6.1,2.5,6.5
2023,F,Toronto Raptors,0.5,7.4,22.1,33.3,31.9,68.1,46.8,15.3,3.3,8.6
2023,F,Chicago Bulls,0.488,2.4,6.5,37.4,13.8,28.1,49.2,6.5,1.5,4.1
2023,F,Oklahoma City Thunder,0.488,5.2,14.5,35.9,16.0,34.0,47.2,8.6,1.9,5.8
2023,F,Dallas Mavericks,0.463,10.6,29.1,36.5,27.7,58.1,47.7,14.2,2.1,8.5
2023,F,Utah Jazz,0.451,5.2,14.5,35.6,16.7,34.8,48.1,8.4,1.8,6.2
2023,F,Indiana Pacers,0.427,6.9,20.3,33.9,25.8,55.1,46.7,11.1,3.8,9.6
2023,F,Washington Wizards,0.427,7.0,19.6,35.6,26.4,53.0,49.8,11.1,3.2,8.7
2023,F,Orlando Magic,0.415,6.0,18.2,33.2,25.5,53.6,47.6,12.0,3.3,8.9
2023,F,Portland Trail Blazers,0.402,4.4,12.2,36.0,16.7,34.6,48.2,8.1,1.8,6.8
2023,F,Charlotte Hornets,0.329,5.6,16.8,33.3,22.0,46.7,47.0,10.6,2.9,7.6
2023,F,Houston Rockets,0.268,5.2,15.7,33.3,20.9,45.0,46.6,10.2,3.4,8.8
2023,F,San Antonio Spurs,0.268,8.4,24.0,35.1,31.3,66.7,46.9,15.2,3.9,10.7
2023,F,Detroit Pistons,0.207,5.7,16.1,35.7,16.5,36.2,45.5,5.2,2.3,6.3
2023,C,Milwaukee Bucks,0.707,1.8,5.0,36.2,6.2,12.0,51.7,1.4,0.4,2.0
2023,C,Boston Celtics,0.691,2.1,5.0,42.5,6.3,11.3,56.0,3.8,0.4,2.7
2023,C,Philadelphia 76ers,0.659,1.0,2.9,33.2,11.3,20.5,55.1,4.1,1.4,2.4
2023,C,Denver Nuggets,0.642,1.0,2.8,35.3,10.8,17.3,62.6,9.0,0.9,2.9
2023,C,Memphis Grizzlies,0.63,2.4,6.8,35.3,10.1,19.9,50.9,3.1,1.2,3.2
2023,C,Cleveland Cavaliers,0.622,1.7,5.3,31.7,14.1,25.7,55.0,5.7,1.5,4.7
2023,C,Sacramento Kings,0.585,0.5,1.5,32.5,8.9,14.6,60.9,7.6,0.9,2.4
2023,C,New York Knicks,0.573,2.8,8.2,33.5,13.5,26.2,51.4,6.0,1.3,4.4
2023,C,Brooklyn Nets,0.549,0.1,0.2,46.2,6.2,9.3,66.5,2.2,0.6,2.0
2023,C,Phoenix Suns,0.549,0.7,2.2,31.1,10.9,19.6,55.7,3.6,1.0,3.1
2023,C,LA Clippers,0.537,0.0,0.0,0.0,5.5,8.5,64.6,1.5,0.8,2.1
2023,C,Miami Heat,0.537,0.5,2.0,27.3,10.0,19.0,52.7,4.1,1.0,2.8
2023,C,Golden State Warriors,0.532,0.7,1.8,38.1,3.1,5.6,56.4,1.0,0.3,1.3
2023,C,Los Angeles Lakers,0.531,0.6,1.8,32.2,9.5,16.4,58.0,2.3,1.2,2.2
2023,C,Minnesota Timberwolves,0.512,1.9,5.4,35.3,12.1,21.3,56.7,4.1,1.3,3.9
2023,C,New Orleans Pelicans,0.512,0.7,2.3,30.4,9.8,17.6,55.8,4.0,1.1,3.3
2023,C,Atlanta Hawks,0.5,1.0,3.4,30.4,13.0,22.0,58.9,3.0,1.4,3.8
2023,C,Toronto Raptors,0.5,0.8,2.5,31.5,6.3,11.8,53.3,1.5,0.9,1.9
2023,C,Chicago Bulls,0.488,1.5,4.4,34.8,9.4,17.6,53.5,3.6,0.9,2.5
2023,C,Oklahoma City Thunder,0.485,1.1,3.0,38.3,2.3,5.0,46.7,0.9,0.2,0.8
2023,C,Dallas Mavericks,0.469,0.0,0.1,20.0,3.4,4.9,70.3,1.0,0.3,1.2
2023,C,Utah Jazz,0.451,3.8,9.4,40.0,15.3,27.5,55.6,5.7,1.7,5.2
2023,C,Indiana Pacers,0.425,1.9,5.8,32.9,8.7,16.7,51.8,2.3,1.0,2.6
2023,C,Washington Wizards,0.425,1.8,4.6,38.9,10.2,18.1,56.2,3.4,1.1,2.8
2023,C,Orlando Magic,0.415,2.5,7.6,33.2,11.3,21.6,52.4,4.2,1.0,4.1
2023,C,Portland Trail Blazers,0.407,0.6,1.7,36.5,5.9,10.4,56.8,3.1,0.5,2.2
2023,C,Charlotte Hornets,0.329,0.9,2.7,31.5,11.1,19.2,57.8,4.7,1.6,4.1
2023,C,Houston Rockets,0.272,0.3,0.9,30.4,6.6,12.0,55.3,4.2,1.0,2.2
2023,C,San Antonio Spurs,0.268,1.2,3.6,34.2,8.9,16.6,53.9,5.7,0.9,3.1
2023,C,Detroit Pistons,0.207,0.9,2.8,31.3,7.3,13.6,53.4,2.0,0.9,3.0
2023,G,Milwaukee Bucks,0.707,9.2,24.1,38.3,17.7,40.3,43.9,15.3,1.4,7.5
2023,G,Boston Celtics,0.695,10.5,28.9,36.2,30.1,64.8,46.5,19.5,3.0,7.8
2023,G,Philadelphia 76ers,0.659,7.5,19.2,39.1,18.9,41.4,45.6,16.8,2.1,6.7
2023,G,Denver Nuggets,0.646,6.9,18.0,38.2,19.4,43.1,45.1,14.8,1.8,7.4
2023,G,Cleveland Cavaliers,0.622,8.0,20.9,38.2,22.5,48.5,46.4,17.3,2.2,6.6
2023,G,Memphis Grizzlies,0.622,8.1,22.4,36.2,24.4,54.7,44.6,19.2,2.9,7.1
2023,G,Sacramento Kings,0.585,7.8,21.9,35.9,22.5,47.5,47.3,15.7,2.0,6.4
2023,G,New York Knicks,0.573,8.9,24.5,36.1,26.3,58.1,45.2,16.1,3.0,7.9
2023,G,Brooklyn Nets,0.549,8.2,21.5,38.3,23.1,49.7,46.5,15.4,2.3,7.5
2023,G,Phoenix Suns,0.549,7.5,20.0,37.3,20.7,47.5,43.5,18.3,2.0,6.5
2023,G,Golden State Warriors,0.537,12.6,32.2,39.1,26.2,57.8,45.3,16.5,2.3,8.7
2023,G,LA Clippers,0.537,7.5,19.6,38.0,19.7,43.5,45.2,14.3,2.3,7.7
2023,G,Miami Heat,0.537,8.5,24.2,35.1,17.1,41.2,41.6,12.9,1.6,6.3
2023,G,Los Angeles Lakers,0.524,8.0,22.4,35.8,21.1,48.4,43.6,16.8,2.7,8.5
2023,G,Minnesota Timberwolves,0.512,7.8,21.6,36.1,23.6,51.6,45.7,19.0,2.1,8.5
2023,G,New Orleans Pelicans,0.512,5.4,14.8,36.8,13.2,31.2,42.3,11.4,1.5,5.0
2023,G,Atlanta Hawks,0.5,7.5,21.2,35.5,25.4,57.1,44.4,19.7,2.9,7.1
2023,G,Toronto Raptors,0.5,5.4,15.4,35.1,12.0,29.8,40.5,8.8,1.3,3.4
2023,G,Chicago Bulls,0.488,7.0,19.8,35.7,27.4,57.1,47.9,18.9,3.1,8.5
2023,G,Oklahoma City Thunder,0.488,8.4,23.6,35.6,34.1,72.1,47.3,20.0,4.4,9.4
2023,G,Dallas Mavericks,0.463,11.7,31.5,37.2,28.3,61.9,45.7,18.8,2.8,8.2
2023,G,Utah Jazz,0.451,8.4,24.6,34.2,22.9,52.7,43.4,17.2,2.7,8.1
2023,G,Indiana Pacers,0.427,11.0,29.4,37.5,29.3,65.0,45.1,23.2,3.7,10.8
2023,G,Washington Wizards,0.427,4.2,12.0,35.3,15.5,33.5,46.3,14.2,1.8,5.4
2023,G,Orlando Magic,0.415,5.0,13.5,36.6,15.3,33.7,45.3,11.4,1.7,6.3
2023,G,Portland Trail Blazers,0.402,9.6,26.3,36.6,24.8,54.5,45.6,16.8,2.6,8.7
2023,G,Charlotte Hornets,0.329,6.9,20.9,32.9,20.1,48.7,41.3,15.1,2.9,6.5
2023,G,Houston Rockets,0.268,6.7,20.2,33.1,18.5,44.2,41.9,12.6,2.8,7.3
2023,G,San Antonio Spurs,0.268,5.7,16.7,34.3,19.9,45.2,44.0,15.0,2.3,6.9
2023,G,Detroit Pistons,0.207,5.6,16.1,34.9,18.4,43.0,42.7,16.7,2.6,7.0
2022,All,Phoenix Suns,0.78,11.6,31.9,36.4,43.7,90.1,48.5,27.4,4.0,12.9
2022,All,Memphis Grizzlies,0.683,11.5,32.7,35.3,43.5,94.4,46.1,26.0,6.0,13.2
2022,All,Golden State Warriors,0.646,14.3,39.4,36.4,40.5,86.4,46.9,27.1,3.9,14.9
2022,All,Miami Heat,0.646,13.6,35.8,37.9,39.6,84.8,46.7,25.5,4.0,14.6
2022,All,Dallas Mavericks,0.634,13.1,37.4,35.0,39.3,85.1,46.1,23.4,3.7,12.5
2022,All,Boston Celtics,0.622,13.2,37.1,35.6,40.7,87.4,46.6,24.8,4.6,13.6
2022,All,Milwaukee Bucks,0.622,14.1,38.4,36.6,41.8,89.4,46.8,23.9,4.4,13.4
2022,All,Philadelphia 76ers,0.622,11.6,31.8,36.4,39.4,84.5,46.6,23.7,4.6,12.5
2022,All,Utah Jazz,0.598,14.5,40.3,36.0,40.6,86.2,47.1,22.4,4.3,14.0
2022,All,Denver Nuggets,0.585,12.7,35.9,35.3,41.7,86.3,48.3,27.8,4.8,14.5
2022,All,Toronto Raptors,0.585,11.9,34.2,34.9,40.6,91.3,44.5,22.1,5.1,12.5
2022,All,Chicago Bulls,0.561,10.6,28.8,36.9,41.7,86.9,48.0,23.9,5.0,12.8
2022,All,Minnesota Timberwolves,0.561,14.8,41.3,35.8,41.6,91.0,45.7,25.7,4.8,14.3
2022,All,Brooklyn Nets,0.537,11.5,31.7,36.1,42.0,88.4,47.5,25.3,4.9,14.1
2022,All,Cleveland Cavaliers,0.537,11.6,32.8,35.5,39.7,84.6,46.9,25.2,4.6,14.4
2022,All,Atlanta Hawks,0.524,12.9,34.4,37.4,41.5,88.3,47.0,24.6,4.5,11.9
2022,All,Charlotte Hornets,0.524,13.9,38.2,36.5,42.8,91.4,46.8,28.1,4.6,13.3
2022,All,LA Clippers,0.512,12.8,34.2,37.4,40.1,87.4,45.8,24.0,4.1,13.7
2022,All,New York Knicks,0.451,13.2,36.9,35.7,37.7,86.2,43.7,21.9,4.6,13.3
2022,All,New Orleans Pelicans,0.439,10.6,32.1,33.2,40.2,88.0,45.7,25.0,4.8,14.1
2022,All,Washington Wizards,0.427,10.5,30.6,34.2,40.6,86.0,47.2,25.0,4.2,13.1
2022,All,San Antonio Spurs,0.415,11.3,32.0,35.2,43.2,92.7,46.7,27.9,4.9,12.7
2022,All,Los Angeles Lakers,0.402,12.0,34.5,34.7,41.6,88.8,46.9,24.0,4.1,14.5
2022,All,Sacramento Kings,0.366,11.4,33.2,34.4,40.5,88.1,46.0,23.7,4.8,14.1
2022,All,Portland Trail Blazers,0.329,12.7,36.8,34.6,38.5,87.1,44.2,22.9,5.0,14.5
2022,All,Indiana Pacers,0.305,12.2,35.4,34.4,41.4,89.5,46.3,25.4,4.9,14.4
2022,All,Oklahoma City Thunder,0.293,12.1,37.4,32.3,38.3,89.1,43.0,22.2,6.0,14.0
2022,All,Detroit Pistons,0.28,11.3,34.6,32.6,38.2,88.6,43.1,23.5,5.2,14.2
2022,All,Orlando Magic,0.268,12.2,36.9,33.1,38.3,88.3,43.4,23.7,5.2,14.5
2022,All,Houston Rockets,0.244,13.5,38.7,34.9,39.4,86.4,45.6,23.6,5.8,16.5
2022,F,Phoenix Suns,0.78,5.9,16.0,36.7,18.0,36.5,49.2,6.5,1.3,6.2
2022,F,Memphis Grizzlies,0.683,4.3,14.2,30.0,19.5,43.1,45.2,7.9,2.8,6.1
2022,F,Golden State Warriors,0.646,5.7,16.0,35.3,21.2,43.9,48.3,15.5,2.3,9.1
2022,F,Miami Heat,0.646,7.5,19.9,37.7,22.9,48.3,47.5,12.1,2.0,8.4
2022,F,Dallas Mavericks,0.634,10.2,29.3,34.9,26.7,59.0,45.4,14.8,2.4,8.7
2022,F,Boston Celtics,0.622,8.5,23.9,35.5,28.3,58.5,48.3,13.3,3.0,8.8
2022,F,Milwaukee Bucks,0.622,6.3,17.9,35.3,24.5,51.1,47.9,12.1,2.6,6.9
2022,F,Philadelphia 76ers,0.622,6.3,18.0,35.1,24.5,52.1,47.0,12.3,3.0,7.1
2022,F,Utah Jazz,0.598,6.7,17.8,37.5,14.0,31.1,45.1,7.4,1.7,6.0
2022,F,Denver Nuggets,0.585,3.0,9.2,32.4,13.2,26.4,50.0,5.3,1.7,5.1
2022,F,Toronto Raptors,0.585,8.4,24.4,34.6,32.8,72.0,45.5,14.8,4.1,9.7
2022,F,Chicago Bulls,0.561,4.5,12.2,37.1,24.2,48.6,49.8,11.1,3.1,6.9
2022,F,Minnesota Timberwolves,0.561,4.8,13.3,35.9,19.8,39.4,50.2,7.9,2.8,6.8
2022,F,Brooklyn Nets,0.537,4.2,11.8,35.3,23.8,46.4,51.2,11.8,2.5,7.9
2022,F,Cleveland Cavaliers,0.537,7.3,20.2,36.1,17.1,38.2,44.8,7.8,1.9,7.1
2022,F,Atlanta Hawks,0.524,6.5,17.5,37.3,20.0,42.9,46.7,7.8,2.1,6.3
2022,F,Charlotte Hornets,0.524,7.9,22.4,35.4,27.0,55.4,48.9,15.2,2.9,9.0
2022,F,LA Clippers,0.512,7.0,18.6,38.0,21.9,46.5,47.1,12.3,2.3,7.6
2022,F,New York Knicks,0.451,7.1,20.5,34.7,25.3,55.5,45.5,11.4,3.4,8.3
2022,F,New Orleans Pelicans,0.439,4.1,12.4,33.2,18.7,39.9,46.9,9.5,2.4,7.0
2022,F,Washington Wizards,0.427,5.9,17.1,34.7,24.0,48.0,49.9,10.0,2.5,7.5
2022,F,San Antonio Spurs,0.415,6.8,18.9,36.3,21.2,46.5,45.7,9.1,2.6,6.5
2022,F,Los Angeles Lakers,0.402,5.1,14.9,34.5,20.9,42.3,49.5,8.9,1.7,6.4
2022,F,Sacramento Kings,0.366,4.3,12.7,33.9,17.3,36.3,47.6,6.8,2.3,6.5
2022,F,Portland Trail Blazers,0.329,2.8,9.1,31.1,12.2,25.9,47.0,6.1,1.5,5.7
2022,F,Indiana Pacers,0.305,6.4,18.9,33.8,23.1,47.8,48.4,10.7,2.3,8.4
2022,F,Oklahoma City Thunder,0.293,5.8,17.6,33.3,17.4,39.8,43.7,8.2,2.7,6.8
2022,F,Detroit Pistons,0.28,5.9,17.7,33.4,19.6,44.8,43.8,8.6,2.3,6.9
2022,F,Orlando Magic,0.268,5.9,18.4,32.1,19.5,43.2,45.1,9.6,2.4,7.0
2022,F,Houston Rockets,0.244,5.6,15.9,35.5,20.2,42.1,48.1,11.6,2.9,8.0
2022,C,Phoenix Suns,0.78,0.3,1.0,28.0,11.2,18.3,60.9,2.0,0.9,2.6
2022,C,Memphis Grizzlies,0.683,2.0,6.5,30.0,9.0,20.5,43.8,4.7,1.9,3.2
2022,C,Miami Heat,0.646,0.2,0.8,31.3,8.5,15.4,55.3,3.5,1.0,2.7
2022,C,Dallas Mavericks,0.634,0.8,2.6,29.6,7.1,13.0,54.8,2.2,0.7,2.1
2022,C,Milwaukee Bucks,0.623,0.9,2.5,35.3,3.0,6.3,47.5,0.8,0.5,1.1
2022,C,Boston Celtics,0.622,1.2,3.7,33.6,8.2,14.4,57.1,4.8,0.6,3.2
2022,C,Philadelphia 76ers,0.622,1.1,3.1,36.2,10.4,20.4,51.2,4.8,1.3,2.3
2022,C,Utah Jazz,0.613,0.0,0.1,0.0,7.8,11.2,69.2,1.3,1.0,2.6
2022,C,Toronto Raptors,0.593,0.8,3.0,27.9,4.5,9.7,47.0,1.0,0.7,1.7
2022,C,Denver Nuggets,0.585,2.3,7.0,33.7,13.8,25.1,54.8,8.8,1.6,3.6
2022,C,Brooklyn Nets,0.568,0.2,0.6,29.8,7.4,12.4,59.9,1.6,0.7,2.0
2022,C,Chicago Bulls,0.561,1.3,4.1,31.1,8.2,16.9,48.7,3.4,0.9,2.2
2022,C,Minnesota Timberwolves,0.561,2.6,6.6,38.7,11.4,22.0,51.8,4.6,1.7,2.9
2022,C,Cleveland Cavaliers,0.537,4.9,13.4,36.1,19.3,38.4,50.3,6.9,1.9,6.7
2022,C,LA Clippers,0.526,0.2,0.4,46.7,6.9,11.0,62.6,3.6,0.8,2.2
2022,C,Atlanta Hawks,0.524,1.1,3.0,38.0,11.2,19.3,57.9,3.4,1.2,3.1
2022,C,Charlotte Hornets,0.524,0.5,1.4,36.8,6.2,10.4,59.7,4.3,0.7,2.5
2022,C,New York Knicks,0.457,1.5,4.9,30.5,10.4,21.0,49.6,5.6,1.2,3.8
2022,C,New Orleans Pelicans,0.439,1.0,2.9,36.2,11.6,20.9,55.6,3.7,1.1,3.3
2022,C,Washington Wizards,0.427,0.5,1.7,32.8,9.0,14.8,60.9,2.9,1.0,2.3
2022,C,San Antonio Spurs,0.415,0.5,1.7,32.4,8.2,14.4,56.8,4.2,1.0,2.3
2022,C,Los Angeles Lakers,0.37,0.3,1.2,24.7,7.7,13.7,56.2,2.3,0.6,2.5
2022,C,Sacramento Kings,0.366,1.0,3.1,30.7,8.3,15.6,52.8,3.5,1.1,2.9
2022,C,Oklahoma City Thunder,0.333,1.3,3.0,43.2,2.7,5.5,49.0,0.7,0.3,1.0
2022,C,Portland Trail Blazers,0.329,0.5,1.9,26.8,7.9,14.4,55.2,3.6,1.0,2.6
2022,C,Indiana Pacers,0.308,1.9,5.8,33.0,10.1,18.6,54.3,4.6,1.0,3.2
2022,C,Detroit Pistons,0.28,0.9,2.6,32.9,5.5,11.5,48.0,2.6,0.9,2.3
2022,C,Orlando Magic,0.268,3.0,8.6,34.9,11.8,23.4,50.6,4.9,1.2,4.0
2022,C,Houston Rockets,0.241,0.7,2.5,26.4,4.6,9.4,48.6,2.6,0.7,2.1
2022,G,Phoenix Suns,0.78,5.6,15.7,36.0,19.3,43.3,44.5,19.6,2.1,5.4
2022,G,Memphis Grizzlies,0.683,8.4,22.2,37.9,27.5,60.4,45.5,18.7,3.4,7.6
2022,G,Golden State Warriors,0.646,9.6,26.5,36.4,22.0,48.7,45.1,13.8,1.7,7.2
2022,G,Miami Heat,0.646,8.1,20.9,39.0,16.5,37.7,43.7,13.5,1.7,6.1
2022,G,Dallas Mavericks,0.634,8.7,24.9,34.9,25.2,56.4,44.7,18.1,2.2,7.4
2022,G,Boston Celtics,0.622,10.3,29.2,35.2,29.4,66.1,44.4,18.8,3.7,8.8
2022,G,Milwaukee Bucks,0.622,7.6,20.3,37.7,16.5,37.0,44.7,12.0,1.6,6.6
2022,G,Philadelphia 76ers,0.622,7.3,20.4,35.7,19.1,43.2,44.2,14.3,2.0,7.3
2022,G,Utah Jazz,0.598,10.1,28.8,35.1,23.5,54.5,43.1,16.7,2.0,7.5
2022,G,Denver Nuggets,0.585,8.4,22.9,36.7,18.4,42.6,43.2,15.1,2.1,7.5
2022,G,Toronto Raptors,0.585,7.0,19.3,36.4,14.3,35.4,40.4,9.2,1.6,4.5
2022,G,Chicago Bulls,0.561,8.7,22.9,38.0,30.6,64.4,47.6,19.7,3.6,9.3
2022,G,Minnesota Timberwolves,0.561,10.0,28.0,35.7,21.8,51.5,42.3,17.8,2.1,7.5
2022,G,Brooklyn Nets,0.537,8.5,22.6,37.4,22.0,49.9,44.2,15.8,2.9,8.0
2022,G,Cleveland Cavaliers,0.537,5.0,14.1,35.3,15.4,35.3,43.7,16.0,2.1,5.9
2022,G,Atlanta Hawks,0.524,10.1,26.8,37.7,26.2,59.4,44.0,19.5,2.9,7.4
2022,G,Charlotte Hornets,0.524,8.3,22.5,37.1,20.0,46.3,43.2,13.8,2.1,5.3
2022,G,LA Clippers,0.512,9.3,25.0,37.1,24.1,55.8,43.3,16.3,2.5,8.8
2022,G,New York Knicks,0.451,10.8,29.3,36.9,23.1,57.1,40.4,15.0,2.9,8.0
2022,G,New Orleans Pelicans,0.439,6.5,20.0,32.8,16.6,40.2,41.3,14.0,2.0,6.3
2022,G,Washington Wizards,0.427,4.6,13.5,33.7,16.6,38.0,43.7,15.0,1.7,5.6
2022,G,San Antonio Spurs,0.415,9.2,26.4,34.9,29.6,67.4,43.9,21.6,3.1,8.6
2022,G,Los Angeles Lakers,0.402,7.6,21.9,34.8,22.0,50.2,43.8,16.4,2.5,8.9
2022,G,Sacramento Kings,0.366,8.1,23.7,34.3,22.4,52.7,42.5,16.6,2.4,7.7
2022,G,Portland Trail Blazers,0.329,10.9,30.8,35.3,26.3,62.9,41.8,17.0,3.3,9.6
2022,G,Indiana Pacers,0.305,9.0,25.5,35.1,24.6,57.3,42.9,17.6,3.2,8.8
2022,G,Oklahoma City Thunder,0.293,7.3,23.5,30.9,23.7,56.6,41.8,16.4,3.6,8.2
2022,G,Detroit Pistons,0.28,5.5,17.7,31.2,18.9,45.1,42.0,15.3,2.9,7.5
2022,G,Orlando Magic,0.268,5.9,18.1,32.4,16.4,41.6,39.4,13.8,2.6,6.8
2022,G,Houston Rockets,0.244,9.7,27.4,35.3,21.5,50.8,42.4,15.0,3.2,9.5
2021,All,Utah Jazz,0.722,16.7,43.0,38.9,41.3,88.1,46.8,23.7,3.9,14.2
2021,All,Phoenix Suns,0.708,13.1,34.6,37.8,43.3,88.3,49.0,26.9,3.6,12.5
2021,All,Philadelphia 76ers,0.681,11.3,30.1,37.4,41.4,86.9,47.6,23.7,4.7,14.4
2021,All,Brooklyn Nets,0.667,14.2,36.1,39.2,43.1,87.3,49.4,26.8,4.6,13.5
2021,All,Denver Nuggets,0.653,12.9,34.2,37.7,43.3,89.2,48.5,26.8,4.5,13.5
2021,All,LA Clippers,0.653,14.3,34.7,41.1,41.8,86.7,48.2,24.4,4.2,13.2
2021,All,Milwaukee Bucks,0.639,14.4,37.1,38.9,44.7,91.8,48.7,25.5,4.8,13.8
2021,All,Dallas Mavericks,0.583,13.8,38.1,36.2,41.1,87.3,47.0,22.9,3.7,12.1
2021,All,Los Angeles Lakers,0.583,11.1,31.2,35.4,40.6,86.1,47.2,24.7,4.5,15.2
2021,All,Portland Trail Blazers,0.583,15.7,40.8,38.5,41.3,91.1,45.3,21.3,4.6,11.1
2021,All,Atlanta Hawks,0.569,12.4,33.4,37.3,40.8,87.2,46.8,24.1,5.0,13.2
2021,All,New York Knicks,0.569,11.8,30.0,39.2,39.4,86.5,45.6,21.4,5.4,12.9
2021,All,Miami Heat,0.556,12.9,36.2,35.8,39.2,83.7,46.8,26.3,4.0,14.1
2021,All,Golden State Warriors,0.542,14.6,38.7,37.6,41.3,88.2,46.8,27.7,4.3,15.0
2021,All,Memphis Grizzlies,0.528,11.2,31.4,35.6,42.8,91.8,46.7,26.9,5.2,13.3
2021,All,Boston Celtics,0.5,13.6,36.4,37.4,41.5,88.9,46.6,23.5,4.6,14.1
